photo_id,owner_id,album_id,post_id,post_url,image_url,related_photo_urls,hashtags,date_human,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,annotation_text_description,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_city_objects,annotation_city_activities,annotation_user_intent,annotation_has_building,annotation_has_synagogue,annotation_has_feor,annotation_has_other_building,annotation_confidence,model_version,model_timestamp
457255621,-170690865,-7,,,"https://sun9-28.userapi.com/s/v1/ig2/MZwpCxqAsuZhsEpXUyMfbPtQnLQDnjLqPIcyjLR85ATa4bJAYZPQ5HUf8k4cmKLG-ftckLc-DQptHMmHnWHwISZu.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2023-02-04 13:04:07,58.007806,56.234399,58.00819896273859,56.23476395501453,48.698462152861765,synagogue,-170690865,,,,,,,"Человек в светло-голубых джинсах карго с большими боковыми карманами и белой майке/рубашке с вырезами, белая сумка через плечо. Фон — белая стена, слева внизу розовый цветок.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.105101+00:00
456239522,261660768,-7,,,"https://sun9-55.userapi.com/s/v1/ig1/mRAAiOUEa8h5FD3s267dXElNth8qhp_Eza1GiC4MqwJ2dSwO-o3o_42OpsqESPA6nKgfhdbA.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2017-01-04 07:00:40,58.007758,56.235892,58.00819896273859,56.23476395501453,82.58581041979475,synagogue,261660768,,,,,,,"Девушка в красной куртке с меховой опушкой на капюшоне позирует перед зеркалом в магазине одежды, снимая селфи; на фоне висят другие куртки.",indoor,selfie,False,"зеркало, куртка, вешалки, пол, витрины, одежда, телефон","примерка одежды, селфи",сделать селфи,True,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.105121+00:00
457256072,-170690865,-7,,,"https://sun9-79.userapi.com/s/v1/ig2/JyzZh6_5uxOmWpVfUKk0QYeDxJ3EjI8tiUIPiYtGme2WmNBd3n-ntF9d49ekFNUH76dhqsCk6N6vEZ-7FrQ-MGS8.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2023-03-08 09:50:31,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-170690865,,,,,,,"Женщина в голубом пиджаке поверх серого топа и бежевых брюк стоит внутри помещения у белой стены и двери, держит кофейный стакан и белую сумку, надпись на очках-закрывает глаза.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.105140+00:00
294322626,183550616,-7,176.0,https://vk.com/wall183550616_176,"https://sun9-77.userapi.com/s/v1/if2/wgC1UyiQCTMONlh2lwfBiol2EMBTOeqp8RWCmU8ElATQNTNnnXBsG_xK9oh26mmrbp1bet_7w8lb60UjGJ1JcmHP.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x358,540x403,640x478,720x538,1080x807,1280x956,1440x1075,1920x1434&from=bu&cs=1920x0",,,2013-01-01 17:25:19,58.007834,56.234993,58.00819896273859,56.23476395501453,42.766438936428706,synagogue,183550616,,,,,,,"Две молодые женщины стоят рядом в помещении магазина, одна обняла другую, позируют перед витриной с напитками.",indoor,group_portrait,False,"два человека, витрины, холодильники, вывески",позирование,сделать групповое фото,False,False,False,False,0.79,gpt-5-nano,2025-11-22T11:05:57.105161+00:00
457245827,-170690865,-7,,,"https://sun9-58.userapi.com/s/v1/ig2/-mpuT91DJdnQ0CAj-bd2xrWvg4onx3WHNnODRhFe9QRS0o_OYwbC1pgCajnj0srXu2NzsOpoKkxu8MkYv1Y7G6cS.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2022-04-19 14:47:51,58.008086,56.234504,58.00819896273859,56.23476395501453,19.80657151507863,synagogue,-170690865,,,,,,,Модель в белой футболке и зелёных широких брюках позирует перед белой стеной,indoor,portrait,False,,,показать одежду,False,False,False,False,0.74,gpt-5-nano,2025-11-22T11:05:57.105180+00:00
457255374,-170690865,-7,,,"https://sun9-34.userapi.com/s/v1/ig2/tW0w_ebqkcf1gYA09aGYK9cnzDiJVFJMj0YEOEQ_JaPjZzAlHqFpuHjz_8nuYn8fNlOKOU4_NqeYISeEaLmZWql3.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2023-01-18 12:43:46,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-170690865,,,,,,,Женщина в мятном спортивном костюме позирует в помещении перед белой стеной и дверью,indoor,portrait,False,,,показать спортивный костюм,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105202+00:00
405217283,261660768,-7,,,"https://sun9-36.userapi.com/s/v1/ig1/AzORtMF8BjhDgTAPhhXh2q63PsgWm5k6Sg2UjxFLFgoVrLZYnMWOEDXXtYfJQ_g8dV9NU9dP.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",,,2016-03-12 05:00:00,58.007968,56.235971,58.00819896273859,56.23476395501453,75.60386350871407,synagogue,261660768,,,,,,,Женщина в ярко-желтом пальто стоит перед зеркалом в магазине и снимает фото на телефон; вокруг висят куртки и пальто.,indoor,selfie,False,"пальто, куртки, зеркало, телефон, пол, вешалки",примерка одежды,показать одежду,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105221+00:00
457257076,-170690865,-7,,,"https://sun9-50.userapi.com/s/v1/ig2/fRkppk7EC76hkSKifJKwuCG3MNo60-5jelI4pRfwE3vjpfBpgZtZh61sZeymMlyQab3zAFwU93gYFlpJvWI-oDZF.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0",,,2023-05-05 13:45:34,58.007806,56.234227,58.00819896273859,56.23476395501453,53.94365254895624,synagogue,-170690865,,,,,,,"Женщина позирует внутри помещения: в ярко-розовом топе и белом костюме, с белыми очками, держит ярко-розовую сумку.",indoor,portrait,False,,,показать наряд и аксессуары,True,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.105244+00:00
457312709,-143781140,307494515,,,"https://sun9-78.userapi.com/s/v1/if2/-Ak11qbRsI5JiX23aokd5m8R7vk85HXVJfTlg5Qv2vBa2PPAd6r-KFjZpkkJtIgQPMzrKGSeefe1U1mmMjDBCcWQ.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,,2025-06-10 12:30:38,58.008225,56.255306,58.00763133477656,56.255145877976155,66.68312818688851,or avner habad community center,357657659,,,,,,,"Группа школьников стоит в классе перед белой доской, улыбаются и позируют.",indoor,group_portrait,False,,,сделать групповой портрет учеников в классе,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.105264+00:00
457240884,-209485236,-7,,,"https://sun9-55.userapi.com/s/v1/ig2/_C4SGksU07iDBqMQiowQZ8QasMTgRzulcwpm8jZc3V-Q5GaAX40GO2P9Jmc9sl1ZUKvylN9pSNazaOEAfSPDYMLk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2023-11-02 11:59:26,58.007315,56.255995,58.00763133477656,56.255145877976155,61.15242598481541,or avner habad community center,-209485236,,,,,,,Комнатное растение с плодами на подоконнике; за окном видно улицу и часть здания.,indoor,interior,False,"окно, растение, горшок, стол, улица за окном, автомобиль",,показать комнатное растение с плодами,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105286+00:00
456241559,261660768,-7,,,"https://sun9-27.userapi.com/s/v1/ig1/wuTxEaOgJQTZzlnJXmpbVXnipEhUdG5IhXDjBRholKQIvfFmS4UoRSKtUhBcfBCfto-qMPNx.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,768x960&from=bu&cs=768x0",,,2017-08-20 13:02:16,58.007702,56.235734,58.00819896273859,56.23476395501453,79.49445106343484,synagogue,261660768,,,,,,,"Черный кожаный рюкзак/сумка на белой поверхности, рука держит ручку, фиолетовый фон",indoor,product,False,,,показать сумку,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.105304+00:00
457239018,-217873352,-7,,,"https://sun9-33.userapi.com/s/v1/if2/rnhSJ1xngG1wBb7rVEiCjseYCuWM30kNK3-xUI88TCXkhg-pXqEjUn6Dek0vRV4fCPtWBD_NJif3sBM1BwQSYiwP.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1920x1440&from=bu&cs=1920x0",,,2022-12-21 08:07:30,58.007609,56.255796,58.00763133477656,56.255145877976155,38.380289245400654,or avner habad community center,-217873352,,,,,,,"Ночная городская улица: приближающийся автомобиль с яркими бликами фар, мокрый асфальт и снег вдоль обочины",outdoor,cityscape,False,"дорога, автомобиль, фары, снег, бордюры, здания на дальнем плане",движение автомобиля,задокументировать городскую сцену,True,False,False,False,0.62,gpt-5-nano,2025-11-22T11:05:57.105325+00:00
456239300,-75252175,-7,,,"https://sun9-64.userapi.com/s/v1/ig1/-1-mPqHjKdHUl-kvo7mlz69A-0NoBQv-SYrY-COxWLL3GF6wGCu-SY9ka2aD5eaCKhfsod2J.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2017-01-30 15:53:07,58.007947,56.235654,58.00819896273859,56.23476395501453,59.44931495502795,synagogue,-75252175,,,,,,,"Женщина в тёмно-синем спортивном костюме позирует перед зеркалом в магазине одежды; она держит телефон и делает селфи, вокруг витрины и стеллажи с одеждой.",indoor,selfie,False,"зеркало, одежда на вешалках, витрины магазина, пол, свет","примерка одежды, селфи",показать одежду,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105343+00:00
456239220,-75252175,-7,,,"https://sun9-53.userapi.com/s/v1/ig1/IcgRLn81U_fMj6FRIZhPttsreM4KqH4Q620-pw8UN4JOfzuWe5mVn3ejIhZnn-hvFHcd6Sd0.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2016-12-23 09:02:04,58.008052,56.236037,58.00819896273859,56.23476395501453,76.75604426297382,synagogue,-75252175,,,,,,,Два кадра женщины в примерочном зале магазина: она примеряет белый пуховик с меховым капюшоном у зеркала.,indoor,selfie,False,"человек, пуховик, меховой капюшон, зеркало, вешалки, пол, витрины","примерка одежды, селфи",показать пуховик с меховым капюшоном,True,False,False,False,0.84,gpt-5-nano,2025-11-22T11:05:57.105362+00:00
457241218,469682259,251328281,,,"https://sun9-80.userapi.com/s/v1/ig1/zpS3YKUVlRlzhuGb5vsqiBtZGclCrKneAB9RjaI8b9vt8pkE7yy_RdNU6Ew6Q26EINqdV3-A.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2019-07-30 15:39:19,58.008212,56.234517,58.00819896273859,56.23476395501453,14.620373089010071,synagogue,469682259,,,,,,,Крупный план руки с маникюром: ногти розового цвета с блеском; на фоне видна ткань футболки с голубым принтом,indoor,other,False,,,показать маникюр,False,False,False,False,0.62,gpt-5-nano,2025-11-22T11:05:57.105382+00:00
457257227,-170690865,-7,,,"https://sun9-59.userapi.com/s/v1/ig2/fL3VJpdmoXx3J7-TMe1FXvpo5qfzNNaxeQ3JTK08PrMf-lRNUVlFmkVE0GZgQKEvCseYHD4_hL1gp0FFdEHGbmBm.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0",,,2023-05-18 15:35:44,58.007806,56.234399,58.00819896273859,56.23476395501453,48.698462152861765,synagogue,-170690865,,,,,,,"Человек в бежевой обтягивающей кофте и длинной тёмно-зелёной юбке с разрезом сбоку, держит стакан кофе; светлый фон",indoor,portrait,False,,,показать одежду,False,False,False,False,0.81,gpt-5-nano,2025-11-22T11:05:57.105400+00:00
456239093,-75252175,-7,,,"https://sun9-15.userapi.com/s/v1/ig1/_dNkwNoT5bfg-Zogh5gSWpjMQb7PLS_zNIiByc2DezxSOhngLPGMeb-fhYT9JtZ6KCxD7a4e.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",,,2016-11-20 18:04:51,58.00773,56.235641,58.00819896273859,56.23476395501453,73.40841386465036,synagogue,-75252175,,,,,,,"Женщина в светлом свитере делает селфи в зеркале магазина одежды: позирует перед камерой, на фоне витрин и одежды на вешалках.",indoor,selfie,False,"зеркало, одежда на вешалках, пол, примерочная",примерка одежды,сделать селфи,False,False,False,False,0.79,gpt-5-nano,2025-11-22T11:05:57.105418+00:00
457259865,237883497,-7,,,"https://sun9-61.userapi.com/s/v1/ig2/SmRC-3eipM3gPfWho5pGOvJuEEZwiGk1CuWrapyj8B24XUI_yp1r8DXPxoU9Z5NmfPxXjx3aW-cUXwMptmT1SuMd.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0",,,2022-11-14 16:48:05,58.008303,56.234688,58.00819896273859,56.23476395501453,12.403628167392649,synagogue,237883497,,,,,,,"Человек в черной куртке и шапке сидит на красной металлической лестнице, рядом кирпичная стена; на фоне висят гирлянды огней.",outdoor,portrait,False,"лестница, перила, кирпичная стена, гирлянды, светильники",сидение на лестнице,показать портрет человека на лестнице в городской обстановке,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105437+00:00
456239059,-58954545,-7,,,"https://sun9-80.userapi.com/s/v1/ig1/9MAg74Erb8tSeMd8fGm9RNQF85i4aldEU14TKBeQMr1Uc4RvkMOSDuthK1zWZIV-p5Hg-Tkx.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2017-01-08 13:27:34,58.007855,56.234451,58.00819896273859,56.23476395501453,42.45859061311944,synagogue,-58954545,,,,,,,Детский зимний комбинезон синего цвета с узором и меховой опушкой вокруг капюшона висит на полке в магазине.,indoor,product,False,"полка, витрина",,показать товар,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.105458+00:00
457245172,140140565,-7,,,"https://sun9-28.userapi.com/s/v1/if2/7v7EN23YTa_e7F2YiuSXzMmhXxY_316B7UN1eEb-Tjt5XR49COr5QIMnIvlLJb8XgP7PT0buhpLPugHkGWfL4eRG.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1920x1440&from=bu&cs=1920x0",,,2020-01-26 11:01:56,58.007841,56.234412,58.00819896273859,56.23476395501453,44.88018947431314,synagogue,140140565,,,,,,,"Крупная упаковка товара с маркировкой T-100 на полке магазина; синяя и розовая коробки видны рядом друг с другом, часть витрины и стекло рядом",indoor,product,False,"упаковка товара, полка, витрина, стекло витрины",,показать товар,False,False,False,False,0.71,gpt-5-nano,2025-11-22T11:05:57.105476+00:00
457253148,-170690865,-7,,,"https://sun9-16.userapi.com/s/v1/ig2/OWKXlo4j6-GE1-Rx3u79OoV3h7ev5jwesp3IfVRAysMr52MHc2YRADqQPOuELduHgWa8GFjHyYwwj8klz-8dz2ok.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-08-25 15:38:16,58.007904,56.234332,58.00819896273859,56.23476395501453,41.51239618653149,synagogue,-170690865,,,,,,,"Женщина в ярко-синем облегающем платье с высоким разрезом позирует перед белой стеной, одна рука поднята к голове, другая на талии",indoor,portrait,False,,,показать одежду,False,False,False,False,0.84,gpt-5-nano,2025-11-22T11:05:57.105495+00:00
301347923,124318855,-7,,,"https://sun9-41.userapi.com/s/v1/if2/Uh1cZKVxkOJ85_bZE1oCg7oYnoRjI-3VOuVn-87W19WCf05WNVzwSzHdAt-SMUAsmdMyuMSFoeirvJGU41Cn-UmD.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2048x1536&from=bu&cs=2048x0",,,2013-05-09 11:25:40,58.007834,56.235165,58.00819896273859,56.23476395501453,46.95836248694766,synagogue,124318855,,,,,,,Три человека в форменной одежде позируют вместе внутри помещения с красными занавесками; на окне светит дневной свет.,indoor,group_portrait,False,"люди, шторы, диван/кресла, окно, освещение",позируют перед камерой,показать группу людей в форме,False,False,False,False,0.75,gpt-5-nano,2025-11-22T11:05:57.105514+00:00
457242287,-76634753,-7,,,"https://sun9-25.userapi.com/s/v1/ig2/rMyWTf3QIJvoRixzRW84Ws46jrkKbEbp-IjOgtS5QspxUPZK07NFggJw_iEKbs9YMif8ZVEf4ZANz6J8-ox041xQ.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",,,2021-10-21 10:56:43,58.007567,56.255505,58.00763133477656,56.255145877976155,22.333257218796714,or avner habad community center,-76634753,,,,,,,"Комната с желтыми и оранжевыми стенами, деревянный стол. На столе камера и лист бумаги. Два молодых человека: один в сером худи держит большую синюю книгу перед лицом, закрывая лицо; другой в черной футболке стоит у стола и улыбается, опирается на стол. Позади диван с подушками.",indoor,group_portrait,False,,,"показать сценку: человек держит книгу перед лицом, другой наблюдает",False,False,False,False,0.79,gpt-5-nano,2025-11-22T11:05:57.105533+00:00
456243551,261660768,-7,,,"https://sun9-21.userapi.com/s/v1/ig1/_5LoQmoyNltDcUAekh4dOTBaqxZ7WQ2FZkTtyuJMzpvEPSw_PdVeHds4YZLuT7zcP2VO2cx_.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,768x960&from=bu&cs=768x0",,,2018-05-12 20:16:20,58.007933,56.235786,58.00819896273859,56.23476395501453,67.0806851405364,synagogue,261660768,,,,,,,"Женщина в черной футболке и желтых широких брюках делает селфи перед зеркалом в магазине. У неё длинные светлые волосы, очки, держит красный смартфон и красную сумку через плечо с цепочным ремешком. Фон — белые стены с фиолетовыми вертикальными полосами и прилавок слева.",indoor,selfie,False,"телефон, сумка, очки, одежда, зеркало, стойка, стены, пол, полосы",,показать одежду,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105553+00:00
457253273,-170690865,-7,,,"https://sun9-11.userapi.com/s/v1/ig2/1OowDEz53Ffxx2urbO3gIB4MmaNTUhvOOBRXQtqwnCdnPTkoO6_E0f0xU5ke1p3qIY9YPGQD2CM45pQOQ_WtSI4F.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-08-30 15:09:08,58.007813,56.234504,58.00819896273859,56.23476395501453,45.567571879464026,synagogue,-170690865,,,,,,,"Женщина в бежевом тренчe позирует у белой стены, одна рука касается стены, на лице солнцезащитные очки, образ стильный и лаконичный, снято в помещении.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105571+00:00
456243581,261660768,-7,,,"https://sun9-52.userapi.com/s/v1/ig1/fsb172_5CzNcxhgtcmN-xr35R13aX3hxXdXwvwp3Tvb4aCR4M8tmGkfeQA5erf5xFq0NqLGV.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",,,2018-05-16 17:49:31,58.007814,56.235879,58.00819896273859,56.23476395501453,78.40494941846167,synagogue,261660768,,,,,,,"Женщина в бежевом костюме позирует в помещении бутикa/салона перед зеркалом, держит телефон, на фоне полки с сумками и ярко-розовая стена",indoor,selfie,False,"зеркало, стойка/прилавок, сумки, телефон, надпись на стене",,показать одежду,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.105592+00:00
457253705,-170690865,-7,,,"https://sun9-58.userapi.com/s/v1/ig2/UlVhwUtQTd5uunHHF5XLkDUTuLvWIVIgDjGFGVj9kakErf0AWzH_d0_uJ9cogD_Yy3IyOMstQ6qpxtRa4GwCwule.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-09-22 11:43:38,58.007813,56.234676,58.00819896273859,56.23476395501453,43.22875901210856,synagogue,-170690865,,,,,,,"Человек стоит в помещении перед белой стеной: черный свитер со светло‑зелёной полосой, длинные тёмные брюки и черные ботинки, позирует перед камерой.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.105610+00:00
457240560,-209485236,-7,,,"https://sun9-40.userapi.com/s/v1/if2/Ca0ovtQzg5sjmKTqjOjrupmIZ4LVh-N0N9_iUgC4BECjpFO-8Z2OBJiFrL9_V06vgpuyIX_rQrvGsCgoGyrAkhrN.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,,2023-06-20 06:18:52,58.007308,56.255889,58.00763133477656,56.255145877976155,56.64995979397913,or avner habad community center,-209485236,,,,,,,"Группа людей сидит за длинным столом в светлом помещении: на столе ноутбуки, рядом стулья; на фоне полки с книгами и растения, окна по бокам.",indoor,group_portrait,False,"стол, стулья, ноутбуки, полки с книгами, растения, шкаф, окна","работа за столом, общение",показать группу людей за столом в помещении,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105633+00:00
457254410,-170690865,-7,,,"https://sun9-40.userapi.com/s/v1/ig2/p4KvgF3YVf9pmK05TtUNSogHYqbXtfI8zL-VF0L_HOJIiNJsm3fCi5TMPp_ZwgX4WTUlYPlEk9JmTbOqWBvs-6vD.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-11-09 10:32:07,58.007813,56.234504,58.00819896273859,56.23476395501453,45.567571879464026,synagogue,-170690865,,,,,,,"Женщина позирует внутри помещения: в бежевой короткой кофте, длинной темно-зеленой плиссированной юбке, с черным поясом, сумкой через плечо и солнцезащитными очками.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.105651+00:00
437106344,28319563,-7,808.0,https://vk.com/wall28319563_808,"https://sun9-78.userapi.com/s/v1/if1/yRqqu3nj9R3FMRMpUv1DUzjYRL33fh5XSq76CHfVZZNnJ36XY_OpfrYImb5q3HA3ggxdXw.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960&from=bu&cs=1280x0","https://sun9-19.userapi.com/s/v1/ig1/f-fkd7oAR0Llu3iUfl8pe0WKFZ4Z2b8X2T-50kyvFUO17H3CrePfUO0zFVpJCefuPRSJRHUx.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,2016-10-12 12:02:06,58.007989,56.235773,58.00819896273859,56.23476395501453,63.864272403377186,synagogue,28319563,,,,,,,"Синий автомобиль на улице, видна боковая часть и окно.",outdoor,urban_detail,False,"дорога, автомобиль, тротуар, здания на фоне",,показать автомобиль на городской улице,True,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.105670+00:00
400015527,261660768,-7,,,"https://sun9-33.userapi.com/s/v1/ig1/azT0pfSkq-NU9e-LOkPp_hoHrhAqis8blcV1ngTHZUCsH80RFlSZLW1ElL2A8Skmja2VEDNf.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x451,480x601,540x676,640x801,720x901,767x960&from=bu&cs=767x0",,,2016-02-06 09:10:56,58.007814,56.235707,58.00819896273859,56.23476395501453,70.13415773561634,synagogue,261660768,,,,,,,Женщина в бежевом пуховике с меховым капюшоном делает селфи перед зеркалом в магазине верхней одежды; на фоне висят куртки и пальто.,indoor,selfie,False,"зеркало, вешалки, пальто, куртки, телефон",примерка одежды,показать пальто в магазине,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.105693+00:00
457246558,-210911959,-7,,,"https://sun9-80.userapi.com/s/v1/ig2/3ovvrZgX6xTDTLxW8TEg5FfzYh8h2_JaImfugEw4Ry_mryXzUpl7ZJjeeaG0ijyoaSL1gp59XWkWO_7yD56-Sz2B.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",,,2022-07-10 20:44:58,58.008003,56.235812,58.00819896273859,56.23476395501453,65.47369423629408,synagogue,-210911959,,,,,,,"Женщина в голубом платье с цветочным принтом позирует в зеркале магазина одежды; рядом витрины и вешалки с одеждой, ярко-розовые тапочки на ногах; фон с растением и полками с одеждой",indoor,selfie,False,"зеркало, вешалки, одежда, пол, растения, витрины","примерка одежды, селфи",показать одежду,False,False,False,False,0.84,gpt-5-nano,2025-11-22T11:05:57.105711+00:00
456239218,-75252175,-7,,,"https://sun9-64.userapi.com/s/v1/ig1/dgwqUtuTgAtm8sWYoFdqIcIAtlsrMi9pcbAQehaLVzVd3tZhe1lkwd58NSmN1azwiPwGFezY.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2016-12-23 09:02:04,58.007898,56.235945,58.00819896273859,56.23476395501453,77.20654771743742,synagogue,-75252175,,,,,,,"Женщина в белом пуховике с меховым капюшоном фотографирует себя в примерочной магазина; перед зеркалом, на фоне висят куртки желтого и зеленого цвета.",indoor,selfie,False,"зеркало, пол, вешалки, одежда, примерочная","примерка одежды, фотосъемка",сделать селфи,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.105730+00:00
