image_url,annotation_text_description,annotation_user_intent,annotation_has_synagogue
"https://sun9-80.userapi.com/s/v1/ig1/oHAI2Ip8vWj6ll5LVxGiH-iQ7QR0UP_TOuT3T7gCThlTK6j-mxmgwm2G3x3OMPLHiat4g8V9.jpg?quality=96&as=32x38,48x58,72x87,108x130,160x192,240x289,360x433,480x577,540x650,640x770,720x866,798x960&from=bu&cs=798x0","Женщина в светло-сером платье делает селфи в интерьере холла; она держит красный телефон, слева черная сумка на плече; вокруг пол и стены с дверью, зеркало отражает фигуру.",сделать селфи,False
"https://sun9-33.userapi.com/s/v1/ig1/DWHitGRdKK9o6vfFEywLM5msE8W2apY9ZrV9mr3xyGK9eFhYxodFN8oKirf18syy538LbxbO.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",Женщина и молодой мальчик улыбаются друг другу на газоне; на заднем плане видна стена здания с окном.,запечатлеть общение взрослого и ребенка на прогулке,False
"https://sun9-35.userapi.com/s/v1/ig2/DnHPPJNAaHRYZzD19DVmKJxZs6OAuJujMt-SZpmQlYcfPU_rqAUbOy26axnaV_0zG20SIzbpf0aBY2qKXZz3-fJA.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0","Девушка в розовом плаще и шляпе стоит у кирпичной стены на улице; на окне подоконник с вазой ярко-розовых цветов, ветви украшены огнями/гирляндами. У неё длинная коса, в руках перчатки.",показать одежду,False
"https://sun9-75.userapi.com/s/v1/ig2/oa_Gpr_ZVZke9ii5tJfiOsGrEePLjTI4oJR1D0h5khdimVDXCRZVUdBNytm5PW7M5Y2q1vl1H_70Sk50GwvThoFY.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0","Женщина стоит в светлой комнате перед дверью и зеркалом, в лавандовом топе, серых широких брюках, джинсовой куртке, белых кроссовках и с белой сумкой в руке.",показать одежду,False
"https://sun9-11.userapi.com/s/v1/if2/vVj5obVFowFLSAflc_OeelpqEZkc_ZmUo6aHNdUU_VGTxpom8qZD8vY6lI_MZowPI8sQyH93M2fjgJznIqWmyCfz.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960&from=bu&cs=1280x0","Жёлтое деревянное здание на улице в снегу, перед ним припаркованы автомобили; вокруг многоэтажные дома",показать фасад здания,False
"https://sun9-22.userapi.com/s/v1/ig2/7fWOE2OXloxHLYFBRF0G9CmmGGndBlb3ndV80Sam5qzulfnz_ZaFch3IKXseP_dgEv-adNg_UBR9t7PsZV6OwbdG.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0","Женщина в ярко-розовом кроп-топе и черных брюках позирует у белой стены в помещении, на голове розовая кепка.",показать одежду,False
"https://sun9-49.userapi.com/s/v1/ig2/YJ29iuOXp5mWEZa-hkE0-zz4TdBQugw_k6B61wQZHEtKtR-CwROwQ79MKBUUAuhnC605iDyVx2V8YTwZ-bKIiMNh.jpg?quality=95&as=32x43,48x64,72x96,108x145,160x214,240x321,360x482,480x643,540x723,640x857,720x964,1080x1446,1195x1600&from=bu&cs=1195x0",Две женщины в зимних шапках и куртках позируют на улице вечером; фон украшают яркие фонари и вывески магазина.,сделать селфи,False
"https://sun9-61.userapi.com/s/v1/ig2/XRF5Eq-kWpuEjAKEg37WlwOrzl1TPIm2IxNOLJ18LcW8quc1vYmvqYYe1oJyUbeEOlQTURxvPs9B7qN1DSpBE5lK.jpg?quality=95&as=32x72,48x108,72x162,108x243,160x361,240x541,360x811,480x1082,540x1217,640x1442,710x1600&from=bu&cs=710x0",Женщина в розовом военном костюме позирует на улице перед кирпичной стеной; над ней висят красные фонари и вывески.,показать костюм в городском контексте,False
"https://sun9-40.userapi.com/s/v1/ig2/4dJ1y9bou3KM3fMdnM_P7Q3IUN7YenaEpccRnzDtdowRWYgoNfscRkL64CYFs3YPbPBVFid_apqhhD6qI45K5Otx.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0","Человек за столом в помещении ресторана, улыбается и держит вилку над тарелкой; фон — темная кирпичная стена с гирляндами",показать портрет человека в ресторане,False
"https://sun9-26.userapi.com/s/v1/ig2/xu7hPSXc2Dd-UNi65aSTt_jGHLIKHjP-P6msY_g1DlPnKwdjIl9nk8LhQ9mx7qL-9RGjWsvkGfHHPX3vCVoxKxkJ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x639,540x719,640x853,720x959,1080x1439,1201x1600&from=bu&cs=1201x0",Два бокала с розово-фиолетовым напитком на мраморной барной стойке; на заднем плане видны полки с бутылками и тёплое освещение,показать коктейли на барной стойке,False
"https://sun9-9.userapi.com/s/v1/ig1/S3EgZS9TGpPTr_7arZipdYJ_JVTl2Ts4TV15pP2Apyl6pMzA5jHBHr4pMb4ftO_Iu561hMcJ.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0",Группа людей в молитвенных платках (талитах) внутри синагоги держит пальмовую ветвь (лулав) во время обряда.,задокументировать религиозный ритуал,False
"https://sun9-85.userapi.com/s/v1/ig1/u3Nyj4LWZzrJUR9oxKy9eKXzlD6q1cr0eJgbeExQr8CZh1qbvlSEbQd4woD9ROKmvDRvLPo7.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,959x1280&from=bu&cs=959x0","Портрет женщины с макияжем: smoky eyes и нюдовые губы, аккуратно уложенные волосы.",показать макияж лица,False
"https://sun9-45.userapi.com/s/v1/ig2/JHDMxcuCUr-72vu63sWnHGIVNcUXS173fyzR0j_-SPvwipY2R4KQPYEsd6dQnvEI95DMqkHJfG_k6esS3oYl6vOE.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Женщина сидит за столиком в кафе; на столе видны бутылка соуса, салфетница и чайник; интерьер подсвечен красным светом.",показать портрет человека в кафе,False
"https://sun9-44.userapi.com/s/v1/ig2/-Kghwr-RBL924zaZbZeBEV77wNsi89Lia-FZ9ytS70iv698y3q5XO8Xah2k7oKpbQlDturjWWHzeeGcINrLVzhw5.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1560x1560&from=bu&cs=1560x0","Интерьер помещения с массивной деревянной балюстрадой спереди, на заднем плане резной шкаф и светильники на стойках; потолочные панели.",задокументировать интерьер помещения,False
"https://sun9-45.userapi.com/s/v1/if1/O3OsfOYJ-UsBUfTkkzQxqERjoJzyxbHrQMLludt8e4EnfCmj-Ew8-Hy9Qg_HekxvX0sDUNk6.jpg?quality=96&as=32x25,48x38,72x56,108x85,160x125,240x188,360x282,480x376,540x423,640x502,720x565,1080x847,1280x1004,1440x1129,2172x1703&from=bu&cs=2172x0","Плоская композиция на светлом деревянном столе: ярко оформленная банка Like Honey и маленькая банка мёда в гнезде из соломы, рядом упакованная коробка и деревянная ложка.",показать товар,False
"https://sun9-7.userapi.com/s/v1/ig1/DZs4h0UksqkSuF7Uxm-SNTiuRdI_0peoLV5QViurMgilMXqUK0VmMJmZAC9srJBqevxH5O4w.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0",Женщина в черной кофте позирует в помещении перед белой стеной; слева заметны крупные бумажные цветы.,показать портрет человека,False
"https://sun9-58.userapi.com/s/v1/ig2/4dCDw0rINUcQ40ELBvDg5FmXMxJzT73AzCrfL8y0jFf0RMcGuvlYXxOjUGQFfuOII96bQpJ_9ccG_Zr-NWoCgYd5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0","ночная дворика между кирпичными домами, гирлянды и висящие флажки, красная качельная скамья под навесом",показать декоративную уличную сцену,False
"https://sun9-17.userapi.com/s/v1/ig2/lB2PX4B0x_6AENcRnqUzqU3_OJV0G9J6iHCPsZVYsRLhtE7YFznCtHw5r7WNOsXcvvGXQfQd-M-pPeEI4_g9NXEG.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1536x2048&from=bu&cs=1536x0",Мужчина в светло-серой куртке позирует перед красной деревянной конструкцией на улице; на фоне снег и кирпичная стена.,портрет человека,False
"https://sun9-74.userapi.com/s/v1/ig2/_OwOJKYvauCYVqdVFBfymjZ9pH8wp33VGusHX4edaK18HIj6G4s6okO1gd-Kx9fifkRt5G_01xuXu3Mt3BqmHvJk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Крупный план клиента в салоне красоты: человек в кресле с длинными прямыми светлыми волосами; на фоне зеркала, стеллажей и парикмахерского оборудования",показать прическу клиента в салоне,False
"https://sun9-59.userapi.com/s/v1/ig1/VeJx0xeqiEptf6vcFILYhOJr8xlZQ5Jw2m3AqkTi5RTp6tLAk8Aex7JO45MuxsibcyYJ1Q.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,1080x1350,1224x1530&from=bu&cs=1224x0",Две женщины улыбаются и делают селфи в помещении кофейни; на груди видны бейджики с именами.,сделать селфи,False
"https://sun9-67.userapi.com/s/v1/ig2/QwuM-QOjGDNLjWyxdyy_p2dK8lr-mrn7_SItoo-3XqEG1xB9u-b2S5mai_mxt7JF5ay8DT7S-orMvTLkSvET1Sj4.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",Женщина в розовом костюме и козырьке позирует перед кирпичной стеной с неоновыми вывесками,показать одежду,False
"https://sun9-56.userapi.com/s/v1/ig2/TfnXqhSnDpBYmoJvzfb-vJF6eVv0rxwbX2E-yCrQ-UfJaSqiAUJE77b6ZtGzCUxmQ79k-02suXv1EZp6JKJgebR-.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0","Красные уличные фонари над красными скамейками; снег на лавках и на земле, кирпичная стена здания с окнами на фоне.",показать декоративные уличные фонари и урбанистическую мебель на улице зимой,False
"https://sun9-17.userapi.com/s/v1/ig1/PjEtY4miQ0bEIopLkBJWPT4Rw0cobNhaA7Wy7aYnoVQc9owFiYkTx8VBgZPbI5Zg7VV96KKr.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0","Женщина стоит в помещении перед гигантскими декоративными цветами: розовое и белое цветочные фигуры на зеленой опоре; она одета в черную кожаную куртку, розовую мини-юбку, темные колготки и высокие сапоги. Позирует в легком ракурсе слева от камеры.",показать одежду,False
"https://sun9-63.userapi.com/s/v1/ig1/KHQXUepfB6cq2sHOR86J1Gu3Z8U_rnzZde3QT1KVfGcumOg5JOEmfuNzWTqxuWPr3Xa7Y4z7.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1500x1500&from=bu&cs=1500x0","Крупный план рук: ногти окрашены ярко-синим лаком, на нескольких ногтях нанесён узор в виде веточек с листьями; фон — светлая деревянная поверхность.",показать маникюр,False
"https://sun9-58.userapi.com/s/v1/ig2/jjYws8PE3daN1gQRE_oYPMp0NDWk2oWkUvM1SVDwcMzKJrsAFYiwFRfzcJAa6RvxVlBGrcrIBz0IfqriZMEHI86i.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",Женщина в клетчатом пальто позирует на улице у входа в здание; кирпичная стена и дверь на заднем плане,показать пальто,False
"https://sun9-43.userapi.com/s/v1/ig2/U-uu3VXbZ-CcKU0DfIAb1yTyRqt7RTMU2z4xYbj2NOyKZEF696U-XBm4_GFOjQb2a9IcmsBktq2UpzobOPm3tlJW.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0","Уличный переулок с кирпичными домами, висят красные фонари и гирлянды, на мокрой от снега мостовой стоит женщина в темном пальто, слева и справа — red-цветные лавки.",сделать уличный портрет,False
"https://sun9-43.userapi.com/s/v1/ig1/H5jjTFVkWvfwWFDmjZBFZDIfjmxheU35sSMZE8zbVPTXu1ohnFjLlWk2hUzx0AeW44AStw.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1500x1500&from=bu&cs=1500x0","Крупный план руки с серебристым глиттерным маникюром, фон содержит вентилятор/обогреватель и светлую стену",показать ногти с маникюром,False
"https://sun9-44.userapi.com/s/v1/ig1/pPXhqBtOASL2jXobcycqxS_-IPcbfujrYVOcqYGPETkc4L9Gm5yXzNKWGbmTzX8lhpqz0cfg.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0","Кусочки жареной рыбы в панировке на подносе, частично накрыты синем пластиковым пакетом; сверху видна рука.",показать еду,False
"https://sun9-50.userapi.com/s/v1/ig2/wXDrjkH-Yhf-AwxwXe0sIs8NiA8YjVUb2h89pMgQVxmRH1C3W7lLvNSISZeUE2IxIwurZuZp7u8FqNF1XO01pI6b.jpg?quality=95&as=32x45,48x67,72x100,108x150,160x223,240x334,360x502,480x669,540x753,640x892,720x1003,1080x1505,1280x1784,1440x2007,1837x2560&from=bu&cs=1837x0","Разворот страницы книги/журнала с русским текстом, печатный текст на бумаге. Видны две страницы, часть текста на обеих сторонах.",показать страницу книги/журнала с текстом,False
"https://sun9-44.userapi.com/s/v1/ig1/S2S7WxdN2dQG8Z0k664a4yfx5Txr9Ac65mR-ZCYS6puo8gh7X3Y5ZZubfkMEjyMhWyEMEef0.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",Синие сапоги с черным кантом и принтом листьев на стенде в магазине; видны ярлыки и одежда на витрине на заднем плане,показать обувь,False
"https://sun9-16.userapi.com/s/v1/if1/yx8egnaF2ZMz5UKZpg7VprEyshiaIDpz4w4bQ7HpQLTHEb6OXB138hwRB3YyEpcQq7mYObct.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0","Интерьер помещения с стеной, украшенной постерами персонажей из фильмов и сериалов. На столе стоит монитор, слева кресло, наверху расположен кондиционер.",показать интерьер помещения с постерами на стене,False
"https://sun9-49.userapi.com/s/v1/ig2/pRkgF50R0fgVfepo0J3X62r0YgclpftxHqz8X96OjCWbn12VXQfwYlz6dKuSB5F8zaTMuS-bqTr0a8lfBfnx1ncq.jpg?quality=95&as=32x66,48x99,72x149,108x223,160x330,240x495,360x743,480x991,540x1115,640x1321,720x1486,775x1600&from=bu&cs=775x0","Человек в розовом костюме с длинной накидкой держит ветку с цветами на улице; позирует перед кирпичной стеной, над головой висят красные фонари, на заднем плане видны вывески и знак 24ч.",показать костюм,False
"https://sun9-74.userapi.com/s/v1/if1/HknEN6QafmXIns16jrq6hiRceIV7Q4Vdrg4833V2LKPNt5IyBnBrRnAzX4P0Af-pAHYokyNc.jpg?quality=96&as=32x25,48x37,72x56,108x84,160x125,240x187,360x280,480x374,540x421,640x498,720x561,1080x841,1280x997,1440x1122,2560x1994&from=bu&cs=2560x0",Белые кроссовки с рисунками размещены на белом столе вокруг коробки с надписью White lines и маленького растения,показать обувь,False
"https://sun9-88.userapi.com/s/v1/ig2/-Ji1VuJtnC8t1Vqn_Z4mHl06erurc6hPanvdSyOcFWXB8skEgabTUfvKTb_p8ykanVZkhwY4EuanorCpzNoTEeLB.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0","Человек в тёплой куртке и шапке позирует на улице возле стога сена и тыкв, на фоне кирпичной стены, часть снежной кромки на земле.",показать портрет человека на фоне тыквенного декора,False
"https://sun9-45.userapi.com/s/v1/ig2/HJSVUPazSUYBy5HMGjvAtEf0D2NF-BxANCWf7IF8tTPmcVCmDUicBvSlEBDdLxL_yaBa1ftiUBdrPbdjpdEpR39v.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0","Женщина в розовом костюме и шляпе позирует на открытой городской площадке; спереди висят ярко-розовые цветы на ветке, на фоне видны кирпичные стены, гирлянды и ограждение.",позирование для портретной съемки,False
"https://sun9-74.userapi.com/s/v1/ig2/8Uu7x0pJMaXd6XGhyCgQolurecF7WdyB0RYyDz0YdFZKziYVCO9G3Km1VI3YqVsJLDv8saJqJIRRE5ll3umgGE13.jpg?quality=95&as=32x43,48x65,72x97,108x145,160x215,240x323,360x484,480x646,540x726,640x861,720x968,1080x1453,1280x1722,1440x1937,1840x2475&from=bu&cs=1840x0","Два человека делают селфи в помещении: женщина в очках в черной футболке и джинсах, мужчина в черной футболке и джинсах, оба улыбаются и протягивают руки к камере.",сделать селфи,False
"https://sun9-69.userapi.com/s/v1/ig1/VZko8uI8XDWwvRCiBKhG1u3a9OhVDNOGe-Jm3cuvO-3-TKXUwGjQZVPwEmWJoRZR7IUd6xcC.jpg?quality=96&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280&from=bu&cs=720x0",Женщина в длинном светло-сером меховом пальто позирует у витрины магазина на улице; на витрине видна надпись 'New collection Winter 2019-2020'.,показать меховую шубу,False
"https://sun9-30.userapi.com/s/v1/ig2/-pOKGtxYbFxQDrLZnGl6vGHuB77EjfFG_Dld-4y-pjtTPED3EYAN-F3xTFr3PTmHsHm_tSBiI3LpDw16rR9foWq3.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1560x1560&from=bu&cs=1560x0","Женщина стоит на подиуме за деревянной оградой внутри помещения с бело-голубым потолком, держит документ. Спереди видны стулья, слева — полки с книгами, позади — декоративная мебель и часы на стене.",сделать портрет человека в помещении,False
"https://sun9-38.userapi.com/s/v1/ig1/BLSaOYtH9gqSYQtFWSxohli4tRMtfssLTWVu1XQJlT4rzzPv6_oEWyDQvEAhHE9yn1eRbrhi.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",Близкий кадр рук с розовым маникюром и белыми узорами на ногтях,показать дизайн ногтей,False
"https://sun9-83.userapi.com/s/v1/ig2/xktzd9UbhJBE1O3UCiW7nfUVki_fs-l3wmZAWD_tkO2EcO1ZvYgsaWuCW4dekOnLNgtVr5IO1Sl5odwdcmn_Fg9h.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0","Женщина в розовом пальто и шляпе стоит рядом с кирпичной стеной, левая рука в перчатке касается стены; на подоконнике — вазон с сухоцветами, рядом окно в старом здании.",показать портрет на фоне городской стены,False
"https://sun9-78.userapi.com/s/v1/ig1/biw-a7knRfnpzuVJaXVsDPBXlZPZ1UkHE5NvGlbiTIzfxziYPFwDnkjLxZp1kvap-crE7r_3.jpg?quality=96&as=32x43,48x64,72x97,108x145,160x215,240x322,360x483,480x644,540x724,640x858,716x960&from=bu&cs=716x0",Мальчик в синей куртке держит ярко-жёлтые кроссовки Adidas в обувном магазине; на стенах и полках размещены многочисленные пары обуви.,показать обувь,False
"https://sun9-4.userapi.com/s/v1/ig2/X9wI6pWrSdvzFy6V2fcojxtpbgluh91rYvdyQ0j_hd7myzI0VsLapu6NYj2YTbR5l7qEVESSdZTfMsi38U94Vw-Q.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1218x1624&from=bu&cs=1218x0","Тарелка с раками на столе, рядом бокал пива; интерьер ресторана с красными стульями на заднем плане.",показать еду,False
"https://sun9-80.userapi.com/s/v1/ig2/6CVdB_K_iYLMh0U1xYvRUGibml4Iao8_X2_XsgrMhbuhPoXQGmVitxPznvjd4HR0WgagYgajCVax4dDxXSZBWr0f.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1560x1560&from=bu&cs=1560x0",Витрина с фарфоровой посудой на тарелке в стеклянной витрине; видны отражения рамы и окон,показать посуду,False
"https://sun9-37.userapi.com/s/v1/ig1/ce1SiS0rT_RVWmIEHRPLtAg5WMUDf9bXrr2xiNbXhMKXxENLDYNuH0YcSa4EICFWUiRMpm9p.jpg?quality=96&as=32x57,48x85,72x128,108x192,160x285,240x427,360x641,480x854,540x961,640x1139,720x1282,728x1296&from=bu&cs=728x0",Два серебристых кольца с камнями на белой подставке на светлом столе,показать товар,False
"https://sun9-34.userapi.com/s/v1/ig1/NUOGdMw3f8WKM095WOIAFr9lhLOUBk2YZpvgDizncEOIlzWfRdWUc99YH2HWIeolcYrD9A1Y.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1218x1624&from=bu&cs=1218x0",Сковорода с жареными креветками и зеленью на кухонной плите,показать еду,False
"https://sun9-27.userapi.com/s/v1/ig2/OIHGW5BDIhbxaBFYuoEY7Kqg526O8OVq2UX_R3dxIqkVXMwHpf9Wt76n96-YVyZMtlyy6rc4vALfPyzELBButNTU.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0","Группа людей сидит на ступеньках внутри здания, позирует и улыбается к камере",сделать групповое фото,False
"https://sun9-15.userapi.com/s/v1/ig1/3M0W2PjoysBwOhg5J4Gw2eZcq9XwGC6rssVw-EIyWWC1iVpyFs2vrQ0i-xeHX3iUbD72HeC5.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,959x1280&from=bu&cs=959x0","Блюдо с лобстером на тарелке с соусом в чаше, на деревянной подставке в ресторанном интерьере",показать еду,False
"https://sun9-24.userapi.com/s/v1/ig2/llaSkSuCGmYkiGBRqS9XmRCn--SaDpvqIXsZO-uCZt49Y97xzK2L9Dkmx3wE-Yt1AJLIkA5z4fWIj51r92IMExgW.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0","Интерьер кафе/ресторан: мужчина за столом держит вилку над тарелкой с едой, на фоне сидят другие гости; стена с декоративной картой мира и красные стулья.",показать сцену трапезы в кафе,False
"https://sun9-30.userapi.com/s/v1/ig2/iJMCI5DFqHZSw2_c1u_QxJ_4dmmv1dM5bGW0SpBOWEbzu9QYwBopH3lUffwVI7o6Bf_upWPVQyeET7in0fiAX6Op.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",Человек в бежевом костюме стоит у белой стены и снимает селфи телефоном,показать одежду,False
"https://sun9-67.userapi.com/s/v1/ig2/d2nHGlMVXn5kx6YvelvMEwXMebjtfCdiCZmCyx095Q5jC_fuD5ILP5iBlqRcfatywooba70yJMf3FbF6Dqldnw4y.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0","Интерьер магазина одежды: манекен в сером костюме справа, вдоль стены висит одежда на вешалках; на переднем плане стеллажи с одеждой и аксессуарами.",показать интерьер магазина одежды,False
"https://sun9-24.userapi.com/s/v1/ig2/6OHxtbgQlp2lCKMP9IQbVWmJ7yTFhoCdRwmYtcuxSw1Y6tI6PmukmcHV0PWK5IQlbzkTCNLdiJyHCRx1leBZzr6q.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0","Группа людей сидит за длинным деревянным столом в кафе. На стене за ними декоративная карта мира и крупная надпись, люди улыбаясь смотрят в камеру.",показать группу людей за столом в кафе,False
"https://sun9-88.userapi.com/s/v1/ig2/Kgr8dGk3eqxXJxl3gfnZFYOQEPpwtH8aXVKP-39EpPglhFGDSedyrV8g1TWHca1cdsGfaXBpNYeDlcMIO2ZJ8EWm.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Человек в чёрном длинном пуховике с капюшоном стоит спиной к камере на городской улице перед витриной магазина; на улице видны красные гирлянды, вывески на китайском языке, кондиционер и контейнеры-ящики вдоль стены.",показать человека в зимнем пальто на улице,False
"https://sun9-82.userapi.com/s/v1/ig2/0TIKqB8XRZvPYjXFh9puYMp-S2uPCjPxGQDDZcKlx_sfDiRfhHdw0LkMS_1iwIq_C8GYjVauroEPR6SU97S4bnQ1.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1266x1688&from=bu&cs=1266x0","Человек слева в кадре, сидит за красным столиком на улице; на столе бутылка соуса и стеклянный стакан; фон — уличная площадь кафе с вывесками и красными фонариками, здания на заднем плане.",задокументировать городскую сцену,False
"https://sun9-75.userapi.com/s/v1/ig2/_MBNha7a1KhZC0J4fINUjrESdRX6HM22FCpmKWHKAoYWzhKwEgZx0CkJ7MRiXKi1PjxNU9V81vc0b87ySKlBBSbk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Группа из четырех человек стоит внутри помещения возле кирпичных стен и большого окна, они держат буклеты/журналы, перед ними стол и ярко-красные кресла.",сделать групповой снимок,False
"https://sun9-57.userapi.com/s/v1/ig1/3xIvtciN_MYgQ3b6RkqJPx25AOAuAp9v5ZPCRjMJ-VAVy1hftfY82ehNvnWcz69Z3uGBqltv.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2160x2160&from=bu&cs=2160x0",Двое молодых мужчин сидят за высоким столом в тёпло освещённом кафе; на фоне видна вывеска и другие посетители,показать людей в кафе,False
