image_url,annotation_text_description,annotation_user_intent,annotation_has_feor
"https://sun9-12.userapi.com/s/v1/ig2/fHNHtbkAdTysW5FCpwHhb81OTEvHfSBBW5dI_amXbYDzrAagA-Q0-szTT8aZEwhOA9pLgTTYSDT3XUngqNdSo__Q.jpg?quality=95&as=32x41,48x61,72x92,108x138,160x205,240x307,360x461,480x615,540x692,640x820,720x923,1080x1384,1280x1640,1440x1845,1998x2560&from=bu&cs=1998x0","Яркие надувные трубки на улице, рядом группа людей, на заднем плане здания и палатка/навес.",показать детские развлечения на улице,False
"https://sun9-25.userapi.com/s/v1/if1/jbj4na0-KZTLA73jG6TWI2PffPjKOaKeVOibjZ_PTbsUst80Q2jXw7spc4aKFaZ8ssTwGP8U.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",Комната внутри помещения с белыми столами и разноцветными стулами; стены окрашены в мятовый цвет с радужными полосами и рисунками; окно с жалюзи на заднем плане.,показать интерьер помещения,False
"https://sun9-49.userapi.com/s/v1/ig1/31vhr1ea7y0b9FGuEU-rT7HM80phgJ8usxhxAGVVqBjTjEH8sB3J-ziyZLnt8DckIQjepDFI.jpg?quality=96&as=32x43,48x64,72x96,108x145,160x214,240x321,360x482,480x643,540x723,640x857,720x964,968x1296&from=bu&cs=968x0","Три человека на улице: две маленькие девочки в одинаковых клетчатых платьях с венками из цветов стоят рядом, взрослый человек в красном верхе и длинной юбке с цветочным принтом приседает рядом, улыбаются. Фон — бетонная стена с дверью и кусты слева.",позирование для группового портрета на улице,False
"https://sun9-70.userapi.com/s/v1/ig2/KUYx-IhcCS7zieE01QvMulojhNED_QNkPYO4oL6geKvtp2RRhAFPuWtc6xZInfD_RE8S-yukcJyolVIGNICjU3FM.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",Группа людей внутри помещения вокруг стола; многие в оранжевых фартуках; на стене коллаж фотографий,показать группу людей на мастер-классе,False
"https://sun9-12.userapi.com/s/v1/if1/ScGFgtXpUyYtlYkDHfn1gOuKuPZRC2Hqb1aGqnl9gObsVhJseGWgwqrx7cFa-hBZbJ8CCtHr.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0","Группа детей сидит за длинным столом внутри помещения; на столе тарелки с фруктами (груши, яблоки); женщина-ведущий/педагог наклоняется к тарелкам, помогая детям.",показать детей за столом во время еды,False
"https://sun9-55.userapi.com/s/v1/ig2/EH-kF8vdsAibaiVp6EULf2bJkz2epOInNlzi_KyXHcePCNuWPoxGkrDLWDHvycZb9kylf1c1HhNNVJcQ_xXESpms.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",Молодая женщина в светло-голубой футболке держит букет цветов на фоне желтой стены,показать портрет женщины с букетом,False
"https://sun9-80.userapi.com/s/v1/ig2/pzpm3vt_hkkY1Cuw9iScO9b1bDFNXItU-ah5caYDGcjzlusOVDBx4bgwHbmVsxOECAwMCnBXSksSEpm5T7Oe0zYc.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0","Женщина в полосатой кофте и фартуке моет что‑то в металлической миске над раковиной в помещении с несколькими раковинами, зеркалом и мыльницей.",показать бытовую сцену: мытьё посуды в раковине,False
"https://sun9-59.userapi.com/s/v1/ig1/kxLWfh4-_Gj0l9wqMCQqNLhqJpXEcHc2v6bRtvPuxVIu5chSHEoyMk8G0XeB_RezH_wja6sz.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854&from=bu&cs=640x0",Электронная сигарета/вейп-мод крупным планом на деревянном столе,показать товар,False
"https://sun9-81.userapi.com/s/v1/ig1/TidM5jpoqd7XYPKq1RljExHaeS_1WziBSJZYv3X4Ae50Ieovh13qtJUKizZpsq8iDJvPhWj4.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0","Комната внутри: длинный белый стол, вокруг зелёные стулья; окно с вертикальными цветными жалюзи (сине-зелёные, розовый, желтый, зеленый), стены украшены графикой и полосами цветного дизайна; пол с рисунком плитки.",показать интерьер помещения с мебелью,False
"https://sun9-42.userapi.com/s/v1/ig2/8Jc2s0XNMZFwSqTTP42cPDF8MxF-y3r0UIPMoCQmvMKnTgb8rhKsX18iACplXhcIIdnQwVxFGQQ5Eq1zPLqFAWJo.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",Группа школьников и взрослых в помещении позирует перед камерой; многие держат желтые макеты в форме лампочек. На стене ярко-желтая декоративная стена и баннер оранжевого цвета с логотипом; перед участниками расположен стол.,сделать групповое фото,False
"https://sun9-56.userapi.com/s/v1/ig2/EZLOKsNgGpLZRQrlHK9ED9rgyhfcuVpz_wT7hbDeHkQL_izmqp_Hth0aH6pgnrIKlvH8cG57wH48muDDq3O-mKQp.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Два человека стоят у окна в помещении, на подоконнике лежит зелёный лист бумаги; рядом радиатор и оранжевые занавеси.",показать интерьер комнаты,False
"https://sun9-31.userapi.com/s/v1/ig2/otYi1e-7nfHVxgoMl3yn3XTJm2d1Gsa08FE2o_AcJuCS9Y-KYVaZI78xCyX1aILI7gJ3dP5nqUROueYKDLHq-sVd.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Группа людей сидит вокруг длинного деревянного стола в помещении; один человек поднимает руки, на столе бумаги, напитки и закуски. Окно с занавесками позади.",показать группу людей за столом во время встречи,False
"https://sun9-40.userapi.com/s/v1/if1/hLU3vwOyWG7_z_l-uMYU3p6nosRbzzwpuU55Wn__mMLQpk6pzaJb6MTZJS3RDf29IKtD0qZZ.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x359,540x403,640x478,720x538,1080x807,1280x956,1296x968&from=bu&cs=1296x0","Группа людей сидит в помещении с фиолетовой стеной, в классной/заловой обстановке; видны стулья и декоративные элементы на стенах",показать группу людей в помещении,False
"https://sun9-55.userapi.com/s/v1/ig2/cD9Urlqfr8YfkPIJHTY3ZT8TJvOf_720aFjvscqHnynZK2_2bJdH3MTlmlRWS5kATSzkN9x5gGhfG4WQE9vD_etQ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Две молодые люди стоят на улице у стены здания; один в красной куртке, другой в темной толстовке, они обмениваются чем-то на руки; на заднем плане кирпичная стена с окном, на переднем плане оранжевая сумка/контейнер",зафиксировать момент взаимодействия между двумя людьми,False
"https://sun9-21.userapi.com/s/v1/if2/sQuAK6TAJka083V0RFP1QWYeN4c8dykRLnP90Ym_UeRiCvdFRlsWcXHSizRH8WDiPbR58wiEC7juvUwzr-ciGIf9.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1920x1440&from=bu&cs=1920x0","Группа людей стоит на улице перед фасадом здания, все позируют для общего снимка",сделать групповое фото,False
"https://sun9-36.userapi.com/s/v1/ig1/B5za8mvMnljl_p651SUd604qfES4U9dIbBqqRHbA_YMG1I-AQa9YgB5KxXAg2jx5eU45pgGp.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",Два ребёнка играют за ярким игровым столом в помещении; на столе светящиеся кольца разного цвета и мультяшные иллюстрации.,"показать детей, играющих за игровым столом",False
"https://sun9-56.userapi.com/s/v1/if2/zqwC6pMm5Zi6L60W7YOcb5q4i9efnwm20bRsHI4mldt2iiHaaLl3KDpzI9-NygPwT4_Kl3uGvlLTYjXXpr3j7Qol.jpg?quality=95&as=32x31,48x46,72x69,108x104,160x153,240x230,360x345,480x460,540x518,640x613,720x690,1080x1035,1280x1227,1440x1380,2560x2454&from=bu&cs=2560x0","человек в тёмной куртке с капюшоном стоит на траве слева от белой стенки, вытянул руку вперед; на земле видны оранжевые конусы",задокументировать городскую сцену,False
"https://sun9-82.userapi.com/s/v1/if1/1LJ9XddYQsIE5KI2uWHdeYVMMUIyeQRFwVKc_CRCCC_yLU1MPcEDr1ToGqJhLg-mnvJ4uZ6P.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0","Группа людей сидит вокруг белого стола в помещении, обсуждают документы; на окнах яркие разноцветные занавески.",проведение встречи,False
"https://sun9-60.userapi.com/s/v1/ig2/1UvCViQBGE9AiwJhf2AiLXDxLVY6fmNi6QzDP9LWsFqrqgNzPfrD_aP8-wxKjXnI6ZPJrmjGxAHwoT05hz_yajUU.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Двое детей на кухне: девушка в ярко-зеленом фартуке и очках и парень в зелёной футболке и белой кипе работают над роллами суши на разделочных досках; стол покрыт голубой клеёнкой. Рядом миски, ингредиенты и упаковка, характерная кухонная/учебная среда.",показать процесс приготовления суши,False
"https://sun9-21.userapi.com/s/v1/ig2/Ca3OTzOe37DB8jEy41eyelRYF8YMajHm9fFrjRGjm_bMO5-HWIyBd0orkifDS1WmPYh8FhQ_9mYOSdAa7KKN2g9y.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Группа девушек вокруг длинного стола в светлой комнате, заняты документами/письменной работой. На столе — бумага, карандаши, зеленые тарелки, кружки и миска попкорна; за спиной окно с светло-оранжевыми занавесками.",показать группу детей за столом во время занятия,False
"https://sun9-84.userapi.com/s/v1/ig2/AILWrTvwxG0elc5jpw7Ye0Q2y_rEFld-2P_wVCorq1AdJ7mpuSdnVPlnw3Ur0zYS2H7wR124VTFJyD5rdug2LVgh.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Группа людей сидит вокруг длинного стола в конференц-зале, перед проектором и экраном",показать группу людей на совещании за столом,False
"https://sun9-80.userapi.com/s/v1/ig2/tv-NAMr7OinP08kA7Xtwb_ltxlGLgDt-BR_hZPJ0nID0VVNRxfT4QqrgmP1niy8LFIHQ-NtmRxv35AuVrGdXVaJg.jpg?quality=96&as=32x57,48x85,72x128,108x192,160x285,240x427,360x641,480x855,540x962,640x1140,720x1282,1080x1923,1150x2048&from=bu&cs=1150x0","Два мужчины в зимних шапках и куртках стоят рядом в офисном помещении, один обнимает плечо другого; на стене часы, зеркало и карта на стене.",позирование для группового фото в офисе,False
"https://sun9-8.userapi.com/s/v1/ig1/cdOEUyV9eS5ZL02YGhF7nH-WqTtB4ULuoTXwRgpqzW79sb-Wwzv31DKS3BBgjBSbIMQjfbAl.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",Книга о сыроделии на столе рядом с сырами и ножом.,показать книгу и сыроделие на столе,False
"https://sun9-78.userapi.com/s/v1/if1/qRXcbD4eeXTrl0-r53hsvJor8nB9msZtWHxLcBaRpMiFgBO0DeirQpCLG2RM_hrNszSvxw.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",Ближний план колеса автомобиля на снегу,показать деталь колеса автомобиля в снегу,False
"https://sun9-87.userapi.com/s/v1/ig2/hHbOMr5bk_RsYorWXX7nf8Cz_EPzC0KitqKHpZwjv7doD1Wp0zaqLHfa--lf6jFr4wO3xYmamQvAohJZ2mNDUH0H.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Группа людей держит плакаты на улице, позируют перед зданиями и деревьями.",задокументировать городскую scenу,False
"https://sun9-75.userapi.com/s/v1/ig1/EpliTMB3V4Au6JSvrPLAEMPhDLPapPSXWHT81VJuEZlY7M7LnA8Vah4S9J32MwXFUtc_PfBv.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0","Девочка держит на тарелке круглую выпечку внутри помещения, на фоне школьной комнаты",сделать портрет,False
"https://sun9-19.userapi.com/s/v1/if1/e3dGRO-dKnD0KCGYspxg1EbtCxXVwhL87SK7mTuWGiieFqVNXBNxWgnE_ZBp4Vs0h0Ze2Xd-.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",детская игровая площадка на улице с ярко окрашенной конструкцией; человек на платформе держит разноцветные воздушные шары,показать детскую игровую площадку,False
"https://sun9-60.userapi.com/s/v1/ig2/Wf5TLvZpX5YCdZf46oXFH9nmIaYrU8gZ_ShyURhfXXH5Fysco5qAUo5Hmj2_D2Rmwh-afBJsFjCMx2DhCoeOTsVR.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",Молодой мужчина в синем свитере стоит на желтой стене и держит белую чашку с палочками и ломтиками фруктов.,портрет человека в помещении,False
"https://sun9-32.userapi.com/s/v1/ig2/K-Ecm0-z3p28PhqARHzSDRf81WKo1t2-GwpSaz3OGuYVz7ajv9vb3tcZmh3Kp6vG9uLyRrX69Xj99inkyddcTkBp.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0","Фасад старого красного здания с арочным входом и деревянной дверью; окна по бокам, декоративные детали над входом; сверху свисает зелень.",показать фасад здания,False
