image_url,photo_id,user_id,date_human,annotation_text_description,annotation_user_intent,annotation_has_building
"https://sun9-60.userapi.com/s/v1/if2/JRN4vHCUJjp1FKJxeo7HbGoMHU15EOKEASGvzTNtGeDe3E6i2hJJ65kk6CGOrFnTnjcQMDEFoHEPEJhT2aC09016.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",305062118,211883514,2013-06-13 12:38:44,"Внутри магазина одежды: на переднем плане одежда на вешалках (футболки и рубашки), позади видны полки с одеждой и на верхних полках размещены чемоданы/сумки; светлый потолок с панельными светильниками, общий торговый зал магазина.",показать одежду,True
"https://sun9-5.userapi.com/s/v1/ig2/kvXppV3c4zfBPmzAN7Civ0fPqutNMQVk5h170XfBQdj1iheB7dsRk4DqRyVoJJve3MD7MvG4dGKS-4kHgpFktMve.jpg?quality=95&as=32x44,48x67,72x100,108x150,160x222,240x333,360x499,480x666,540x749,640x888,720x998,1080x1498,1280x1775,1440x1997,1846x2560&from=bu&cs=1846x0",457244682,-46008634,2024-01-16 15:01:12,"Страница книги с печатным русским текстом, видны заголовки и абзацы.",показать страницу с текстом,False
"https://sun9-3.userapi.com/s/v1/ig2/abJHbHqZ1mQnmj0sZgqVLE24MUU6GRJpBXABTW5dJecdZplQBU_7Iq2bjkmOQMoeNKVwzFRFkIa1QwqUH1zstBTV.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",457271236,-184864215,2022-10-28 12:20:27,Уличная аллея между кирпичными домами: на мокрой после снега кирпичной мостовой стоят красные столы и скамейки. Над прогулочной зоной висят гирлянды с красными фонариками. Впереди идёт женщина в чёрном пальто; вокруг — здания и снежная подложка.,задокументировать городскую сцену,True
"https://sun9-52.userapi.com/s/v1/ig2/IsUQjG8CKRiJy8FrKoNqMeIXYqw5d3Xh7z2cPuyEQm53mA4bHCkW8PHy9pavcDJQqIjq03vZef8nKEqxDM7tHeAz.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",457243295,-46008634,2021-04-13 08:33:28,"Интерьер зала с рядами красных кресел; люди в талитах стоят у кресел, окна по бокам и мебель на заднем плане",показать интерьер религиозного зала во время службы,True
"https://sun9-75.userapi.com/s/v1/ig2/uEuCQ8umRkRyuxSj2FUXSsuCCPojpZ9U_wlm8m3fMvBXkuFYatKUws2Iqm6diamaIeLdZN41sWE7AOVVCEW-5fwi.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",457316346,222199696,2022-10-28 12:22:18,"Человек в черном пальто стоит во дворе/улице с красными скамейками и гирляндами над головой, на мокрой мостовой с небольшим снегом; вокруг кирпичные стены зданий.",задокументировать городскую сцену,True
"https://sun9-18.userapi.com/s/v1/if2/mwIcSGEAJz23BtclkpuYrlhbkvfI29Ul_ci5pfN4tNM5P7ruwt7f3F_X4x2bI2f8Nez0WH366uA-OvDBr9aFR_dR.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2016x1512&from=bu&cs=2016x0",457239496,204208346,2022-06-27 19:47:34,"Миниатюрный макет города внутри витрины: несколько высотных зданий, транспортная развязка и миниатюрные автомобили на дорогах, зелёные участки вокруг.",показать макет города,True
"https://sun9-46.userapi.com/s/v1/ig2/O5HVNRxnGBtXEHdV7DU_Uf0lNRNNtM2ZzVTAcmIOH97UH6TH2dJ0N1nXjpTLVQWcLgpGN5mkqZ4zKth2WFvobTZO.jpg?quality=95&as=32x44,48x66,72x99,108x149,160x221,240x331,360x496,480x662,540x744,640x882,720x993,1080x1489,1280x1765,1440x1985,1857x2560&from=bu&cs=1857x0",457244684,-46008634,2024-01-16 15:01:12,"Страница текста на русском языке, печатный шрифт, видны абзацы и номер страницы внизу.",показать страницу книги,False
"https://sun9-53.userapi.com/s/v1/ig2/5SeWTRKreMbI1kpNGqm7GGhg5C5i8Ya1a9Q0xnQfYl7CMe_GKOUrOfVQE2aY5PV39WL4r_yYs51a51syF-gW0BHf.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457242437,308194550,2022-12-02 17:40:54,"Улица/переулок ночью, украшенный красными фонарями, на мостовой лежит снег; по бокам кирпичные здания и вывески",задокументировать городскую сцену,True
"https://sun9-50.userapi.com/s/v1/if2/Tp73iN64lGVZX-2B5mrv1mhA9OJcl9k31xA-GDDYChwX2luYxBFQHk22NmA5ivYBzSHS1LVRaQQSYdLx9jG_7pP3.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",457244166,33433452,2020-03-23 17:37:01,"Женщина сидит за столом в кафе/ресторане, держит палочки над тарелкой с кусочками еды. На столе тарелка с едой, бокал и пустой стеклянный стакан. В помещении красные стулья, каменная стена и барная стойка на фоне.",показать человека за столом в кафе,True
"https://sun9-79.userapi.com/s/v1/ig2/yBKJWLUd4pg9X37CkmTAXx3YpDQZeTuAY3r_2pMTaLZMiRqQSdm1cL48YBvpwn8ORtNWVKoXjbjosJO7KJ4QE1nY.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",457239263,-214801568,2022-10-23 06:51:11,"Женщина в розовом пальто и шляпе стоит у кирпичной стены возле окна, на подоконнике цветы. На переднем плане — фактура кирпича и окно.",показать одежду,True
"https://sun9-40.userapi.com/s/v1/ig2/u1kEYJ0QQve5W5d_k5mVQSkPuWigkmi04fxArNjOXWJUK7FZ9JICOJgh3vuJEdxc9j6x1eAXI9a8QuYn7ITFWW6N.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",457244919,-170690865,2022-04-14 09:02:18,Женщина в бежевом костюме стоит перед белой стеной в помещении.,показать одежду,False
"https://sun9-19.userapi.com/s/v1/if2/K1dwauK6z2mcd3b_jNz-6SNNTMsqpXLZ2-HgtbcYOotyYNNn8xKGkdS51hsLee39PPpFTnDPxvZ2dg3ycPBc3pCD.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2016x1512&from=bu&cs=2016x0",457239495,204208346,2022-06-27 19:47:33,"Макет города в помещении: вид сверху на компактные жилые корпуса вдоль улиц, дороги с маленькими моделями автомобилей, зелёные участки.",показать модель городской застройки,True
"https://sun9-62.userapi.com/s/v1/ig2/b4k8mkVMe4D-BtSkHOjxyOyxAnSK5ySFbbN_mlOKHiX1H4Tm3K8AkTg-u0cw6cQSbrvoFxVYJd8O-48OdpHAF1K2.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x426,360x639,480x852,540x959,640x1136,720x1278,1080x1917,1280x2272,1440x2556,1442x2560&from=bu&cs=1442x0",457243352,463954823,2023-04-02 15:28:01,"Женщина в светлом пуховом пальто и шарфе стоит на пешеходной улице, украшенной красными фонариками. По обе стороны — кирпичные здания, слева стоят красные столики и стулья, над улицей висят провода. Небо голубое, день.",показать одежду,True
"https://sun9-3.userapi.com/s/v1/ig2/YcXJqOHNMeowIXfJffP39xvS8avsMyu8FdrfciqQle3AJ1abC-n-onICuE0jtnKj4VwJqVfNKxsJiE-BnLosHX-2.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1560x1560&from=bu&cs=1560x0",457261213,91875183,2024-05-19 19:20:41,Уголок внутри помещения: декоративная ткань/скатерть с рисунком и надписью лежит под стеклянной поверхностью; сверху видны зелёные листья растения,показать декоративную ткань,False
"https://sun9-64.userapi.com/s/v1/if2/a3M9T1CsiJmuS1Zp9rEZNQ4tZE646aSW2KDQyJt3sIfrlmiE_Qa_h3tUbw23UFMsrlpsegRStaSikiYz6MJRbfd1.jpg?quality=96&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x303,640x359,720x404,1080x607,1280x719&from=bu&cs=1280x0",334506706,212761732,2014-06-30 18:26:49,"Люди стоят перед окном уличного киоска, продающего напитки; видны вывески и витрина киоска",показать уличный киоск и людей в очереди,True
"https://sun9-79.userapi.com/s/v1/ig2/yJ3LLDo12-H-NP4gai-3cRVfeHza7W1GB5W6p9UZ8K3-h4WCsnmTAHkP5Cg7jbabnAGdTqI74v5YARo_91C8FAO0.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457245800,-194619161,2024-11-18 08:06:22,Женщина в длинной черной зимней куртке с меховой капюшоном стоит на улице перед витриной магазина с красными декоративными элементами.,показать одежду,True
"https://sun9-83.userapi.com/s/v1/ig1/3q-SGIF1ri4O9Tm1YwTUPNpsPr4qK_TnV3w8vzaOgUTBuFH14uL8YUjkZNZmzPtMxnHjixYv.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,768x960&from=bu&cs=768x0",456241336,269898165,2018-10-29 11:20:28,"Группа детей и взрослая женщина позирует вместе в помещении: взрослая женщина в очках рядом с детьми, один ребёнок в красном платье в белый горошек; на заднем плане барная стойка с бутылками.",сделать групповое фото,False
"https://sun9-25.userapi.com/s/v1/if2/lR5uAFZG_jVC4PLg4RfhAQO2kJ_fXQA1CdoT5DV9XvyyYKQ30jXnoY9UAnPPaDuS7vO-zWpymDh8vGHleXRVUpKk.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",457253450,-20170464,2020-07-23 15:30:39,"Много маленьких пакетиков с бисером, пайетками и декоративными материалами, разложенных на светлой ткани на столе.",показать наборы для рукоделия,False
"https://sun9-36.userapi.com/s/v1/ig2/_SzPw6IxRmU8ssfPt6wYpFOyzxv-XCNnWRYY3PpC6n3kyXSF-BGktbmPU4hUQpD0JjiOkREYYGU5vLNRpspEQ2pz.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x479,480x639,540x719,640x852,720x959,1080x1438,1280x1705,1440x1918,1922x2560&from=bu&cs=1922x0",457244679,-46008634,2024-01-16 15:01:12,Чёрно-белая страница с портретом пожилого мужчины и текстом биографической статьи,показать портрет и биографическую страницу,False
"https://sun9-49.userapi.com/s/v1/ig2/cVRjCD-8Y0Eu43A11qOfGqFY7fArlQXP8AJyssNCu2rMQfDcGeN9NzY-TwuobUl-JtIXJstGF07M-ADHwdG5QT_A.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x319,360x479,480x639,540x719,640x852,720x958,1080x1438,1280x1704,1440x1917,1923x2560&from=bu&cs=1923x0",457247826,222751382,2023-01-14 06:39:18,"Человек в белом зимнем пальто стоит перед ярким муралом на стене, вокруг декоративные елки и искусственный снег; над сценой висят гирлянды.",позирование перед городским муралом,False
"https://sun9-1.userapi.com/s/v1/ig2/zWgyoIDcAvlSNl1aZjAuvnUIeVLj822ikNcIJ0zgooB5xjXwFfJOFig6KW20JPsM9NHkqVb2XlLGnwdnxLxyt87M.jpg?quality=95&as=32x45,48x68,72x102,108x153,160x226,240x339,360x509,480x678,540x763,640x904,720x1017,1080x1526,1280x1808,1440x2034,1812x2560&from=bu&cs=1812x0",457244680,-46008634,2024-01-16 15:01:12,"Страница книги с русским текстом, печатный шрифт, текст занимает большую часть страницы.",показать страницу книги с текстом,False
"https://sun9-75.userapi.com/s/v1/ig2/8XzBD1fUD3959-z_ub5kugWFWD-6WVgXoggs_83JAJHKWQLdK9f3lO_A3O_Xc3Kam3xatPx9RHiGqI4YdMp83IBk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",457316345,222199696,2022-10-28 12:22:16,"Один человек в черном пальто идёт по узкой мокрой кирпичной улице, сверху висят красные фонари и гирлянды; слева красные скамейки, по сторонам здания, снег на краях тротуара.",задокументировать городскую сцену,True
"https://sun9-69.userapi.com/s/v1/ig2/lyVILeT5e7CgeLD5x_Br6Ikssdemh8yW3Qz1FRVUmmlTzczMFHJD9Apn9TwSrsuYAdp5ZTZdS_4fj9NjootoSFC0.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457240470,-179988268,2020-09-02 08:48:17,"Черный рюкзак в руках у человека, стоящего перед зеркалом в магазине; в отражении видно пол и витрину.",показать рюкзак,False
"https://sun9-31.userapi.com/s/v1/ig2/vkZVqtrOTYJbx8nBmAE0t3dXKfZf9Ul8JK2ppInvNtxKq92t7JCbHl6znD9nPpv46oVUKmfkwtB0cZoxWSs70b51.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",457243294,-46008634,2021-04-13 08:33:28,"Интерьер зала: ряды красных кресел, человек в костюме читает книгу на переднем плане, другие люди стоят у спинок скамей; вдоль стены окна, в помещении есть деревянные перегородки.",показать интерьер зала,True
"https://sun9-82.userapi.com/s/v1/ig2/ZbiQ5ctj2KvvdMyGNxd2TZnmwz7GXfBa84i75TqhjyF9RvNKm2d4Okl7zYYUQ-QYgzUbHmRuAJz-T5GiDJF0pzJ5.jpg?quality=96&as=32x35,48x52,72x78,108x117,160x174,240x261,360x391,480x521,540x586,640x695,701x761&from=bu&cs=701x0",456240910,269898165,2018-08-10 14:11:34,"Женщина в черном купальнике стоит по колено в воде у берега, волны бьются о ноги.",показать человека в купальнике на пляже,False
"https://sun9-19.userapi.com/s/v1/if1/_jr0sQPTu89WcyNKtb4DbLJ8JV_2OPBhzEzUL-FsbVv2Y-J3YrrhrHvxEGQPsgQeI3qK8w-h.jpg?quality=96&as=32x20,48x30,72x44,108x67,160x99,240x148,360x222,480x296,540x333,640x395,690x426&from=bu&cs=690x0",456247291,192767690,2017-08-11 07:20:10,"Крупное классическое здание с колоннами по фасаду на улице, перед ним деревья, ряд автомобилей на улице",показать фасад здания,True
"https://sun9-2.userapi.com/s/v1/ig2/fkGQ-OjZJ6-7I7Bd8iPp_NR04LT1graxrzQfMOmZYu6L61Zi5R1LHn0XslR51MUqEFo6RfEZ7qtT8gLLhYtpbczh.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457245761,-194619161,2024-11-09 09:02:19,Женщина в светлом пуховике с большим меховым воротником позирует перед камерой,показать одежду,True
"https://sun9-78.userapi.com/s/v1/ig2/G4zWlynY5w4VSa5gOA3H7fL-gv-IhzsrTuLKXKfg1xrhlOc7JSBJwhlFtpuxxVxVbcw35Ppgdg1h-NAnLexnW3cb.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457245774,-194619161,2024-11-11 12:19:11,"Женщина в длинном черном пуховике с меховым воротником стоит на улице в снегу, позирует к камере; на заднем плане — темный вход в туннель/гараж и кирпичные стены.",показать одежду,True
"https://sun9-27.userapi.com/s/v1/ig2/Wv2atiJnzvesKD45gPa3nHnLCnhUl-2hcDf7cajP5nHU0H9RF5V1ESz6JINJ_0pmgwME9x-GOFz5CkLhnrcFhV27.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",457316351,222199696,2022-10-28 12:22:29,"Улица с витриной магазина, красные фонари над входом, кирпичная стена, стеклянные двери и кондиционер снаружи; на тротуаре лежат красные ящики",задокументировать городскую сцену,True
"https://sun9-85.userapi.com/s/v1/ig2/aHVb1aSyfYqeAb7VYtxRhh2Lxfg0ovfZntU5FsCgvgcUu-DUj4hdpzqMQN7Tx_JXit6YubqbgFooCFi8TasFCFyN.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457248473,-116518,2021-12-21 08:46:44,"Две девушки в кухне чистят кафельную стену губками, верхние полки с банками позади, на руках яркие желтые резиновые перчатки.",показать процесс уборки на кухне,True
"https://sun9-53.userapi.com/s/v1/ig2/sWewDGmxrRdsnBFyFYAYCUdrt2GwmVl_3FqvVXitJ4os_hFYh_1oiGhnOb3kKxu1rBKOeIl4YMXHMMRmpB39NCOg.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2160x2160&from=bu&cs=2160x0",457259613,-20170464,2021-09-12 15:21:56,Крупный план: мелкие металлические буквеные бусины в белой треугольной тарелке на светлом фоне ткани.,показать товар: набор буквенных бусин,False
"https://sun9-3.userapi.com/s/v1/ig1/jHJDpQcXcWxlLq3C8dVn2CEqFju_qkoMKvEiowAoUnYmazWTPf7pUgGZlUes7v43j4j8SPAb.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457239966,-179988268,2019-10-16 18:31:55,"Человек в магазине фотографирует себя в зеркале: надета голубая миди-юбка, светлая кофта, светлый кардиган; в руках красно-коричневая сумка; черные ботинки; вокруг примерочная и полки с одеждой, белый плиточный пол.",сделать селфи,True
"https://sun9-74.userapi.com/s/v1/ig2/DCe0TQOerfSRA7PNbQhTRaZwu6LYI7sC35ssefC-PN66Ma2xxcwc45TXPQxLwiqtv2M5tOudRpNldQ7gS0nQ6tN-.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",457251821,-170690865,2022-06-17 10:00:05,"Женщина в платье с открытыми плечами позирует внутри помещения у белой двери; держит розовую сумку и носит белые кроссовки, солнечные очки.",показать одежду,True
"https://sun9-53.userapi.com/s/v1/ig2/aXFVuV3oBpJ4rEqncDVRolQjZU73pLUhwM_qjrYnltlzOC1oblNl30bBZAot-PrreUO-pkCEqdeNzIG3_eV60zMm.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x854,720x960,1080x1440,1280x1707,1440x1921,1690x2254&from=bu&cs=1690x0",457239266,-211080765,2023-04-08 13:27:27,"Крупный план лица молодой женщины, светлый макияж, зелёная кофта (капюшон), нейтральное освещение",сделать селфи,False
"https://sun9-4.userapi.com/s/v1/ig1/Fe8GYUaVf24aVoDvVgEkHYXQnIHuXIpTFC9ps1wtoaoD9ZpXkd9RV-aKWTUZVnGXc3Fs7_ye.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0",456239651,-46008634,2017-10-10 12:11:21,Рука человека над столом с подарочными коробками и упаковками; на столе видны яркие рисунки и улыбающаяся желтая игрушка среди подарков,показать подарки и подарочные коробки на столе,False
"https://sun9-76.userapi.com/s/v1/ig1/nU3AuEyHHMMh6k6qSedrVq0JZEnT4jt7WnlXIdg2yqXnpk8oRuiX96VKQjc-IVkmrMzbKTsM.jpg?quality=96&as=32x48,48x71,72x107,108x161,160x238,240x357,360x536,480x714,540x804,640x953,720x1072,860x1280&from=bu&cs=860x0",456256836,29082038,2019-05-16 13:50:34,"Человек в темных очках на близком портретном снимке, черно-белая гамма, видна часть бороды",сделать селфи,False
"https://sun9-1.userapi.com/s/v1/ig2/HhWqQBOtFQ9iuLnStuncy69qBy3Ta3AqlraoVsQEqiWqmwp8mFVKDbwe3lrcbakyPAhh5bzJz2ifYE75yPQMBNTE.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920&from=bu&cs=1440x0",457240810,493814524,2022-12-02 19:53:00,Женщина в очках держит бокал в помещении с синей подсветкой; видна кирпичная стена и часть интерьера.,"портрет женщины с бокалом в барной обстановке, крупный план лица",True
"https://sun9-33.userapi.com/s/v1/ig2/zm-bbx2-yQuVkRbHTjTfD4W3q_CukliGAOAsgi5pACCH3z8DrtxaF43fL_WNu2X9G73cg5yrKOoH9q2Zbp3yjHwB.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457245773,-194619161,2024-11-11 12:19:11,Женщина в бежевом длинном пуховике с меховой опушкой капюшона стоит на заснеженной улице,показать зимнюю одежду,False
"https://sun9-9.userapi.com/s/v1/ig2/Uy90D2ZNCdGpBesW-kxHj78lYnGkYsJXgWqrzGTJrWN1qms2fI64VPoHbNUGoXr2GeKsRB0cMPoKvyna5BFocqzy.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457240476,-179988268,2020-09-02 08:57:41,Человек держит черный рюкзак перед зеркалом в магазине; видны пол и витрины с товарами,показать рюкзак,False
"https://sun9-41.userapi.com/s/v1/ig2/daK6dvAoIWipIc-HGLIGzm3PlYeqPWnlvT3qgRzZMcOktlMjThRblAt3qsOhAsp18ILEBrw5Lx8yyDFR1u-br_wH.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457240486,-179988268,2020-09-02 12:34:56,"Пол в торговом зале магазина, человек держит черную сумку перед собой перед зеркалом; видны витрины, ценники и стойки.",показать сумку как товар,True
"https://sun9-74.userapi.com/s/v1/ig2/OzMO5cBcMCKicJcKAVJ1b7mXJapeIX6IZeyPUMG6gjZI4J1H7rbSK3GTizdaKcswe729YIq0Ri9lokSQYaeTHHa9.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,1080x1920,1280x2276,1440x2560&from=bu&cs=1440x0",457638905,-107920064,2023-08-18 07:48:14,"Крупный план руки с ярко-оранжевым маникюром; ногти блестящие, фон размытый",показать маникюр,False
"https://sun9-77.userapi.com/s/v1/ig2/ReAVvFp6ZmJfJ4HsSNdUjOniOB9qWwLM8lVYbnrlEIpsakW3_tTOJufcXstk9QVVPsmZWdq9i7VijH9DL1XYd3E5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457239138,-225765287,2024-07-06 12:08:40,"Женщина в салоне красоты, боковой профиль, ухоженные волосы, вокруг кресло и зеркало",показать прическу,False
"https://sun9-59.userapi.com/s/v1/ig2/on_po8iTbcONxUYG1BCq__ccqNPt6CkQZWvB_N3o3NuUcuknVxup1p22Ja3X-nzBWWxWASGtcWsiHnwa05eUduZB.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0",457257053,-170690865,2023-05-03 15:39:51,"Девушка в фиолетовом топе и белых широких брюках делает селфи в помещении: держит телефон перед лицом, позирует перед светлой стеной; в руках маленькая фиолетовая сумка; слева в кадре растение на подпоре, на полу — нейтральный пол и интерьер.",сделать селфи,False
"https://sun9-83.userapi.com/s/v1/if1/guogJFnnI8QDsWfJsXxOrDsj8VKEp8wfuQos_gjtPi_xi8zGVXLKxbN-3B30Jgp5huwdK5XB.jpg?quality=96&as=32x18,48x27,72x40,108x60,160x89,240x134,360x201,480x268,540x302,640x357,720x402,1024x572&from=bu&cs=1024x0",456239563,-145795246,2018-05-25 14:52:24,"Пустое помещение: деревянный пол, большие окна вдоль одной стены, через которые падает дневной свет; по правой стене встроенные шкафы; потолок с плиточными панелями и светильниками.",показать интерьер пустого помещения,False
"https://sun9-47.userapi.com/s/v1/ig2/E3WgwHf5zUeGMdqvkYbmFjUWh2Kl_jOrJJo6rL1qBfJTzbe8N_xyCwMx9Ya081NZamEKtplMFNfMzncTy-H2G7KN.jpg?quality=95&as=32x38,48x57,72x85,108x128,160x190,240x284,360x427,480x569,540x640,640x759,720x853,1080x1280,1280x1517,1350x1600&from=bu&cs=1350x0",457239268,-214801568,2022-10-23 06:51:11,Девушка в розовом пальто и шляпе позирует у кирпичной стены с окном на улице,показать одежду и образ человека на улице,True
"https://sun9-17.userapi.com/s/v1/ig2/IUTgeMkhIf2eNh_hfeBrnDO6Ls9O7S5ER7YNLvIN4YgGo57Dgt9no_hutyvRHZxBZvnv_TaGK-r0tAiPCW1AkqOP.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457248476,-116518,2021-12-21 08:46:44,"Группа людей в помещении вокруг длинного стола: на переднем плане мужчина держит тарелку с куском выпечки, перед ним лежит большая прямоугольная выпечка на противне; люди стоят и заняты раздачей/подачей блюда.",показать еду,True
"https://sun9-16.userapi.com/s/v1/ig1/GT5N1QhzTP5kXUC6esBAdoDVaUVpSz5xYZrjNLkjIs4FBtoYfKKM8GEXpzBOO2MQMeU4k2iV.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x449,480x599,540x674,640x799&from=bu&cs=640x0",456239420,238663528,2017-01-17 06:55:11,Плакат на стене с расписанием работы мастера депиляции и ламинирования ресниц,показать график работы мастера депиляции и ламинирования ресниц,False
"https://sun9-32.userapi.com/s/v1/ig1/atywD3vXPI36yIQ6lzVKd6kihr1o_4DWNOscRJaWUNg0NrAUkFaYj-WYykbAJdqgH3BsMXfF.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457239967,-179988268,2019-10-16 18:31:55,"Человек в магазине одежды снимает себя в зеркале; видна черная сумка в руке, светлая кофта, серая юбка и черные ботинки; вокруг — пол и витрины с одеждой.",сделать селфи,True
"https://sun9-15.userapi.com/s/v1/ig2/g06BUkZSHIypFVlxwRduLGMWGtGzHjJNVRUGSyq2Rgr-ADnD2ZTDl1M2w9r0mRbgj9f_FhxIg38ZFqU_dZ_S9osR.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",457286709,14340157,2022-06-22 12:32:37,"Интерьер ресторана: посетители сидят за столами, красные стены, яркие висящие баннеры с японскими надписью, мягкое потолочное освещение.",показать интерьер ресторана с посетителями,True
