image_url,annotation_text_description,annotation_user_intent,annotation_has_feor,annotation_has_synagogue
"https://sun9-19.userapi.com/s/v1/ig2/28K62B-44rnMoa8jUNQCZd4PmCEictjLP1XeCQy9LfZMfGbFkW6JBpbZTJq61ZxZvy8Cze8zvQ1qag68aGJnvY3f.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",Девушка с длинными волосами и повязкой на голове целует изображение лисы на уличной стене; граффити-мурал занимает большую часть кадра.,показать граффити и взаимодействие человека с ним,False,False
"https://sun9-60.userapi.com/s/v1/if2/7Rz2aSokvgVP4qEHJtRcrf__8uQjqtrNdWqEcsN-LNUVSHMkSk_r587EdtYqQlDOsxCQxF3rXxHn067AaoF_Be4E.jpg?quality=96&as=32x15,48x22,72x34,108x50,160x75,240x112,360x168,480x224,540x252,640x299,720x337,1080x505,1280x598,1440x673,1600x748&from=bu&cs=1600x0","Большой белый металлический контейнер на стройплощадке; слева виден грузовик, позади забор и кирпичное здание; справа стоят два рабочих в оранжевых жилетах и красных касках, вокруг — деревья.",задокументировать стройплощадку,False,False
"https://sun9-26.userapi.com/s/v1/ig2/oHpvmKb0aW6DYecuEEZi8miln1q7uyvrDRFHZrW7FEUK3f47gaHxESatl116AFVivzUpbB4EClWLPLln3ZZOruek.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0","Мужчина в синей куртке и розовой футболке стоит перед стеклянным фасадом современного здания; на витрине отражается небо и деревья, видна вывеска King Kong.",показать портрет человека на фоне городского здания,False,False
"https://sun9-30.userapi.com/s/v1/if2/vUJdUCiKty--Caoe4I_XWKxDfRhLm1Yk0F1UMjwKq888x_cctJvb6gJPHKQE11ONsJCvjP7JmbfhN0RnycxblNwj.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1920x1440&from=bu&cs=1920x0","Группа молодых людей стоит на открытой площадке у здания, перед ними костёр/очаг с углями. Люди улыбаются и позируют на камеры.",показать группу людей на улице,False,False
"https://sun9-51.userapi.com/s/v1/ig2/-ALO3ZmpdeTr4yU5curXoIEjKxrw5cUqxG5N-LfgdHkiRUnvmgHCFxO6CiFE-JFnXBGNk-U6YeD3FHbFEU2-RPco.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Стеклянное здание с гексагональными панелями фасада, отражающее небо и деревья. У входа видны люди, рядом стоят автомобили на улице.",показать современное стеклянное здание,False,False
"https://sun9-25.userapi.com/s/v1/if1/sv64HYGNG-ocej-RyzYkZvn5HBV07VpkrUWwOgWHQpLmB86giptPCUrFKh6UikWsEL21624R.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x269,480x359,540x404,640x479,720x539,1080x808,1280x957,1440x1077,2560x1915&from=bu&cs=2560x0","Уличная городская сцена: тротуар у ряда многоэтажек слева и вывески кафе справа; на тротуаре куча щепы/листвы; по улице проезжают автомобили, люди идут.",задокументировать городскую сцену,False,False
"https://sun9-16.userapi.com/s/v1/ig1/PzYLAgz20fPA_J9hf4OWfYx94au4i9w-pXb0nd8h5Y0ba05agHRNxa6BDIbgdaNPUIV31mva.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0","Красное старое здание на улице зимой, ступени у входа, дверь и окна на фасаде, снег на тротуаре и вдоль дороги, фонарь слева, соседнее здание на фоне",показать старое здание,False,False
"https://sun9-15.userapi.com/s/v1/if2/VXai8K9mlIYkHCnljN0KcrxwIK_8FPK6ZOVxSfq3QIIZKjv5UqZwAyuZUWsrNdTraPT5Zhz89gD505CpeYb-RlQl.jpg?quality=96&as=32x15,48x22,72x34,108x50,160x75,240x112,360x168,480x224,540x252,640x299,720x337,1080x505,1280x598,1440x673,1600x748&from=bu&cs=1600x0","Улица с участком земли, обрезками деревьев и валежником; слева дорога и тротуар, на фоне небольшое здание и люди возле него",задокументировать городскую сцену,False,False
"https://sun9-84.userapi.com/s/v1/ig2/t0btzbtYSn2tW7jwSl1mnxndd1xax4Ss5YdSAoVtE_43IMUDnwkSE0DQsk6olNkKatxLktXedjT-9cTl0aMGyMBx.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",Белый микроавтобус на тротуаре возле городского здания; на заднем плане видны высотные здания.,показать городской транспорт на улице,False,False
"https://sun9-52.userapi.com/s/v1/ig1/9Zj9Xzjoojo2ecKm7l30bft6UVxcH3MAcq8w4ObxA6b9dpRWITAuGFCP3j3OmHVdpy16_pI2.jpg?quality=96&as=32x43,48x64,72x96,108x145,160x214,240x321,360x482,480x643,540x723,640x857,720x964,968x1296&from=bu&cs=968x0","Женщина в красном рядом с двумя девочками в клетчатых платьях и венках из цветов на улице, возле стены здания и зелёных растений",сделать групповое фото,False,False
"https://sun9-88.userapi.com/s/v1/if2/nLDbun6CagXwpRMR63o6gqOMJUrY-CwiJhFSzRD9NYu_DKpaL6QqeCvmD32gCMmRTWgOV-BAGscZ52Udtpg8ijUA.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0",Стеклянное здание на улице; отражения деревьев и соседних строений в стекле; у фасада лестница и человек,показать фасад стеклянного здания,False,False
"https://sun9-77.userapi.com/s/v1/ig1/2gIixP0xHIRmf0mRBQY25UrpsMFy1F68L5mGE9UU0DURSAT51g9muTsq50EdrUb4mHG_elue.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0","Маленькая девочка в розово-голубом спортивном костюме стоит на траве у дороги, улыбается и держит мороженое; на заднем плане видна машина, дорога и деревья.",показать ребенка на прогулке,False,False
"https://sun9-13.userapi.com/s/v1/ig2/lsoasJ2aJDXGScxEY6Tpcr1hzOBihVQilZV7KUxSRksHFQmuFn24Aba5_HlBUNvrLbLDvM-3NQLb8d3FaBJGW4lq.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1707x2560&from=bu&cs=1707x0","Женщина в синем джинсовом сарафане поверх белой футболки позирует у ограждения на улице; за ней стеклянное здание с отражениями деревьев, пейзаж из плитки и горшков с растениями",показать одежду,False,False
"https://sun9-55.userapi.com/s/v1/if2/YVIS1KRAjg1EAilbJ5sVv0i8NIiu7vugkTs-z0HxIRxcLxu07--VWhpnTDZee8PJAKZ4rOS0lKvriAVRFtjL_ZQb.jpg?quality=95&as=32x21,48x32,72x48,108x71,160x106,240x159,360x238,480x318,540x357,640x423,720x476,1080x715,1200x794&from=bu&cs=1200x0","Стеклянное здание на углу улицы с отражениями неба и окружающих зданий; рядом тротуар, дорога, автомобили и деревья",показать здание,False,False
"https://sun9-12.userapi.com/s/v1/ig2/fHNHtbkAdTysW5FCpwHhb81OTEvHfSBBW5dI_amXbYDzrAagA-Q0-szTT8aZEwhOA9pLgTTYSDT3XUngqNdSo__Q.jpg?quality=95&as=32x41,48x61,72x92,108x138,160x205,240x307,360x461,480x615,540x692,640x820,720x923,1080x1384,1280x1640,1440x1845,1998x2560&from=bu&cs=1998x0","Яркие надувные трубки на улице, рядом группа людей, на заднем плане здания и палатка/навес.",показать детские развлечения на улице,False,False
"https://sun9-50.userapi.com/s/v1/ig2/LmnSrUP0QAbSxCO8F81a0EXyDtqH4JgA-jsfjEmLlYc9BUrUTzZA0l5DyXSuKvhbJwERVIgI0n79I4u5Jibeik4-.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1607x1607&from=bu&cs=1607x0","Синий автомобиль на заснеженной улице; рядом стоят другие машины, на фоне — многоквартирное здание",показать автомобиль на городской улице в зимних условиях,False,False
"https://sun9-25.userapi.com/s/v1/ig2/OsY62XBlWp3S_n_PjZH0EdR90frnwT0S7_kUNpFMWnnHRtQ0H5KPd5VUltWN69opJth2nYhzwlhRnoWphOls95Ht.jpg?quality=96&as=32x68,48x103,72x154,108x231,160x342,240x513,360x770,480x1027,540x1155,640x1369,720x1540,748x1600&from=bu&cs=748x0","Дерево во дворе перед фасадом жилого дома; человек в кепке наклоняется к земле и работает возле ящика с инструментами, на заднем плане — граффити-панель и забор.","показать человека, занимающегося работой на улице",False,False
"https://sun9-74.userapi.com/s/v1/ig1/lo6Q2ifSzU4Qq0O074dyOOrZV3yKPWI0W7GnxcYSLmnpkvNEzU3ao1QUebNflXD5BZhYhdAq.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0","Женщина с длинными светлыми волосами держит красный букет на улице, позируя на кирпичной дорожке; рядом припаркованные автомобили, фон — жилой квартал.",показать портрет на улице с букетом,False,False
"https://sun9-49.userapi.com/s/v1/ig1/31vhr1ea7y0b9FGuEU-rT7HM80phgJ8usxhxAGVVqBjTjEH8sB3J-ziyZLnt8DckIQjepDFI.jpg?quality=96&as=32x43,48x64,72x96,108x145,160x214,240x321,360x482,480x643,540x723,640x857,720x964,968x1296&from=bu&cs=968x0","Три человека на улице: две маленькие девочки в одинаковых клетчатых платьях с венками из цветов стоят рядом, взрослый человек в красном верхе и длинной юбке с цветочным принтом приседает рядом, улыбаются. Фон — бетонная стена с дверью и кусты слева.",позирование для группового портрета на улице,False,False
"https://sun9-3.userapi.com/s/v1/ig2/0mI5qjopLTc7cxDlettTzUNmyWlAHSu8iht_AZrDtApUE533stDOE-iAdxGw9UoZKotOme0Quf7BnZyiL-v6_rXk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0","Потёртый розово-красный фасад старого здания по улице, вход через арку и дверь с ступенями перед ним; слева дерево, справа припаркованный автомобиль",показать фасад старого здания,False,False
"https://sun9-23.userapi.com/s/v1/ig1/rjb3UIaw2zKLx8ZN7Z1SpoFk7MEEOiuKrNLPvTQ-GR1l-46bJ-6b_gjV1zPPaKfYJsxRXiJV.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,770x770&from=bu&cs=770x0",Женщина стоит на заснеженной улице на фоне церкви с золотым куполом; рядом деревья и дома,показать человека на фоне зимнего городского пейзажа,False,False
"https://sun9-31.userapi.com/s/v1/ig1/zH1hpa8R2usqBPacZGNFOONveSiL7058YjJ434ZwQq3sIksZH-ZkeGToGVm96xLaFw3E-UCY.jpg?quality=96&as=32x42,48x63,72x94,108x141,160x209,240x313,360x470,480x627,540x705,640x836,720x940,784x1024&from=bu&cs=784x0","Человек стоит на краю крыши вдоль ограждения, на фоне ярко-синего неба","показать человека на краю крыши, ракурс снизу вдоль перил",False,False
"https://sun9-73.userapi.com/s/v1/ig1/HzGgXrzIKhJQa4AqInY28iu7kqiAQoJUiXizHKn1oz2PM8KwcJow0pc7akpnUkCXT3csN2G7.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,768x960&from=bu&cs=768x0","Женщина в белой блузке и длинной черной юбке позирует на пешеходной дорожке под деревьями; она в розовых туфлях на каблуках, вокруг асфальт, тротуар и транспорт на заднем плане.",показать одежду,False,False
"https://sun9-55.userapi.com/s/v1/ig2/cD9Urlqfr8YfkPIJHTY3ZT8TJvOf_720aFjvscqHnynZK2_2bJdH3MTlmlRWS5kATSzkN9x5gGhfG4WQE9vD_etQ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Две молодые люди стоят на улице у стены здания; один в красной куртке, другой в темной толстовке, они обмениваются чем-то на руки; на заднем плане кирпичная стена с окном, на переднем плане оранжевая сумка/контейнер",зафиксировать момент взаимодействия между двумя людьми,False,False
"https://sun9-21.userapi.com/s/v1/if2/sQuAK6TAJka083V0RFP1QWYeN4c8dykRLnP90Ym_UeRiCvdFRlsWcXHSizRH8WDiPbR58wiEC7juvUwzr-ciGIf9.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1920x1440&from=bu&cs=1920x0","Группа людей стоит на улице перед фасадом здания, все позируют для общего снимка",сделать групповое фото,False,False
"https://sun9-34.userapi.com/s/v1/ig2/z5_5B8koj1m8u0oAvwLazTND9K08iwVDoS4XdNbl50slNHXz7WW_iEASKG9RlOl1MRgMfZYmgO2HBHgRN9wplJLZ.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1536x2048&from=bu&cs=1536x0","Стеклянное фасадное здание с шестигранной плиткой, отражающее небо; на переднем плане слева стоит молодой человек.",показать стеклянное здание,False,False
"https://sun9-79.userapi.com/s/v1/if1/zx7oqkjHV9Qqku-MwdZEQJPsC8_ZMcM1k3PNEehjiCl_Bg1FBc1eUGbx0Zb1BrOPxewnNg.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0","Здание с фасадом из чёрного стекла и надписью SOTA; на переднем плане красный и серый автомобили на улице, позади — деревья.",показать здание и фасад,False,False
"https://sun9-77.userapi.com/s/v1/ig2/Pn258CSkmfEhavUayZEVsYIX_M-6B2FzhZQy276wX0AGrO4phU2qqtyhD-gBPAvhOT2EmUBfK4HJkrmrtCpDBYnG.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1000x1333&from=bu&cs=1000x0","Фасад здания с белой стеной и синей горизонтальной полосой надписи, слева дверной вход; на стене тень дерева, небо над крышей",показать фасад здания и вывеску,False,False
"https://sun9-44.userapi.com/s/v1/if1/hJ75ReV9sEfdtMrE16bNoCJ0qrpw3HgqZoUNNzqbnKc8twX5PtbUujAL80KDqKybsgNatcsv.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0","Улица зимой: передний план — черный автомобиль, позади — синий рекламный грузовик с логотипами банка; на снегу стоят люди, справа видна стеклянная фасадная стена здания.",задокументировать городскую сцену,False,False
"https://sun9-87.userapi.com/s/v1/ig2/hHbOMr5bk_RsYorWXX7nf8Cz_EPzC0KitqKHpZwjv7doD1Wp0zaqLHfa--lf6jFr4wO3xYmamQvAohJZ2mNDUH0H.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Группа людей держит плакаты на улице, позируют перед зданиями и деревьями.",задокументировать городскую scenу,False,False
"https://sun9-44.userapi.com/s/v1/if2/4GFGU7Y_ZIngKOQzh69vq5hCNbDXcOjfrZ5rTs5Z5YIuoSWCx4iqPYwZgqEH-hBXcmluumfI4g_23mmbEM8-smja.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1600x1200&from=bu&cs=1600x0","Уличная граффити-панель на снегу в городе; на панели изображены две фигуры сидящих людей, фон — жилые дома",показать уличное граффити,False,False
"https://sun9-19.userapi.com/s/v1/if1/e3dGRO-dKnD0KCGYspxg1EbtCxXVwhL87SK7mTuWGiieFqVNXBNxWgnE_ZBp4Vs0h0Ze2Xd-.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",детская игровая площадка на улице с ярко окрашенной конструкцией; человек на платформе держит разноцветные воздушные шары,показать детскую игровую площадку,False,False
"https://sun9-32.userapi.com/s/v1/ig2/K-Ecm0-z3p28PhqARHzSDRf81WKo1t2-GwpSaz3OGuYVz7ajv9vb3tcZmh3Kp6vG9uLyRrX69Xj99inkyddcTkBp.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0","Фасад старого красного здания с арочным входом и деревянной дверью; окна по бокам, декоративные детали над входом; сверху свисает зелень.",показать фасад здания,False,False
"https://sun9-81.userapi.com/s/v1/if2/sA7FMdcDUhquxW1fJJWq3ehjmeN547L02SaM3-SR1EitS7js6vV0OP--Cr17kvb6ieaTzM6tf-Yu-MMsxQi1ml_3.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1600x1200&from=bu&cs=1600x0","Жёлтое здание вдоль улицы с рядами деревьев, вдоль фасада стоят припаркованные автомобили",показать здание,False,False
"https://sun9-16.userapi.com/s/v1/ig1/jj2RrXYxAMpM8skzvafuIxE04AuAyRL-o09m4iTTdK4BiQXa5GwlTeoBP2SObPnkEpJrqBW9.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x161,240x241,360x361,480x482,540x542,640x642,720x723,1080x1084,1280x1285,1440x1445,1925x1932&from=bu&cs=1925x0","Группа людей на улице: две женщины в переднем плане улыбаются, мужчина на заднем плане, все вместе возле стеклянного фасада здания.",сделать grupovoe selfie,False,False
