image_url,уровень восприятия,объект,категория,image,annotation_text_description,annotation_user_intent,annotation_has_feor,первичный сюжет,,
"https://sun9-49.userapi.com/s/v1/ig2/YJ29iuOXp5mWEZa-hkE0-zz4TdBQugw_k6B61wQZHEtKtR-CwROwQ79MKBUUAuhnC605iDyVx2V8YTwZ-bKIiMNh.jpg?quality=95&as=32x43,48x64,72x96,108x145,160x214,240x321,360x482,480x643,540x723,640x857,720x964,1080x1446,1195x1600&from=bu&cs=1195x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Две женщины в зимних шапках и куртках позируют на улице вечером; фон украшают яркие фонари и вывески магазина.,сделать селфи,yes,,,
"https://sun9-61.userapi.com/s/v1/ig2/XRF5Eq-kWpuEjAKEg37WlwOrzl1TPIm2IxNOLJ18LcW8quc1vYmvqYYe1oJyUbeEOlQTURxvPs9B7qN1DSpBE5lK.jpg?quality=95&as=32x72,48x108,72x162,108x243,160x361,240x541,360x811,480x1082,540x1217,640x1442,710x1600&from=bu&cs=710x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в розовом военном костюме позирует на улице перед кирпичной стеной; над ней висят красные фонари и вывески.,показать костюм в городском контексте,yes,дворик / портрет,,
"https://sun9-3.userapi.com/s/v1/ig2/fW4ULapW_BGPZUfn21DiXMHz56t9uXC5LZ2dI735di2NW0rOCoH4neIX7py6iT6zKCArCjw3an6Gl0oU6j03x6V4.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Две женщины сидят за столиком уличного кафе; на столе две миски с едой, кирпичная стена позади; кадр в формате группового портрета.",показать людей за столом в кафе,yes,дворик / портрет,,
"https://sun9-17.userapi.com/s/v1/ig2/lB2PX4B0x_6AENcRnqUzqU3_OJV0G9J6iHCPsZVYsRLhtE7YFznCtHw5r7WNOsXcvvGXQfQd-M-pPeEI4_g9NXEG.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1536x2048&from=bu&cs=1536x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Мужчина в светло-серой куртке позирует перед красной деревянной конструкцией на улице; на фоне снег и кирпичная стена.,портрет человека,yes,дворик / портрет,,
"https://sun9-67.userapi.com/s/v1/ig2/QwuM-QOjGDNLjWyxdyy_p2dK8lr-mrn7_SItoo-3XqEG1xB9u-b2S5mai_mxt7JF5ay8DT7S-orMvTLkSvET1Sj4.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в розовом костюме и козырьке позирует перед кирпичной стеной с неоновыми вывесками,показать одежду,yes,дворик / портрет,,
"https://sun9-43.userapi.com/s/v1/ig2/U-uu3VXbZ-CcKU0DfIAb1yTyRqt7RTMU2z4xYbj2NOyKZEF696U-XBm4_GFOjQb2a9IcmsBktq2UpzobOPm3tlJW.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Уличный переулок с кирпичными домами, висят красные фонари и гирлянды, на мокрой от снега мостовой стоит женщина в темном пальто, слева и справа — red-цветные лавки.",сделать уличный портрет,yes,дворик / портрет,,
"https://sun9-49.userapi.com/s/v1/ig2/pRkgF50R0fgVfepo0J3X62r0YgclpftxHqz8X96OjCWbn12VXQfwYlz6dKuSB5F8zaTMuS-bqTr0a8lfBfnx1ncq.jpg?quality=95&as=32x66,48x99,72x149,108x223,160x330,240x495,360x743,480x991,540x1115,640x1321,720x1486,775x1600&from=bu&cs=775x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в розовом костюме с длинной накидкой держит ветку с цветами на улице; позирует перед кирпичной стеной, над головой висят красные фонари, на заднем плане видны вывески и знак 24ч.",показать костюм,yes,дворик / портрет,,
"https://sun9-45.userapi.com/s/v1/ig2/HJSVUPazSUYBy5HMGjvAtEf0D2NF-BxANCWf7IF8tTPmcVCmDUicBvSlEBDdLxL_yaBa1ftiUBdrPbdjpdEpR39v.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в розовом костюме и шляпе позирует на открытой городской площадке; спереди висят ярко-розовые цветы на ветке, на фоне видны кирпичные стены, гирлянды и ограждение.",позирование для портретной съемки,yes,дворик / портрет,,
"https://sun9-83.userapi.com/s/v1/ig2/xktzd9UbhJBE1O3UCiW7nfUVki_fs-l3wmZAWD_tkO2EcO1ZvYgsaWuCW4dekOnLNgtVr5IO1Sl5odwdcmn_Fg9h.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в розовом пальто и шляпе стоит рядом с кирпичной стеной, левая рука в перчатке касается стены; на подоконнике — вазон с сухоцветами, рядом окно в старом здании.",показать портрет на фоне городской стены,yes,дворик / портрет,,
"https://sun9-88.userapi.com/s/v1/ig2/Kgr8dGk3eqxXJxl3gfnZFYOQEPpwtH8aXVKP-39EpPglhFGDSedyrV8g1TWHca1cdsGfaXBpNYeDlcMIO2ZJ8EWm.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в чёрном длинном пуховике с капюшоном стоит спиной к камере на городской улице перед витриной магазина; на улице видны красные гирлянды, вывески на китайском языке, кондиционер и контейнеры-ящики вдоль стены.",показать человека в зимнем пальто на улице,yes,дворик / портрет,,
"https://sun9-82.userapi.com/s/v1/ig2/0TIKqB8XRZvPYjXFh9puYMp-S2uPCjPxGQDDZcKlx_sfDiRfhHdw0LkMS_1iwIq_C8GYjVauroEPR6SU97S4bnQ1.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1266x1688&from=bu&cs=1266x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек слева в кадре, сидит за красным столиком на улице; на столе бутылка соуса и стеклянный стакан; фон — уличная площадь кафе с вывесками и красными фонариками, здания на заднем плане.",задокументировать городскую сцену,yes,дворик / портрет,,
"https://sun9-39.userapi.com/s/v1/ig2/S1INRRtpLdV6cEs6aU1Oz1-HISaF5FJ0bpqluJXROHACFZ5UrGB4HBZHSVa_f1PEXTpGhBiqIZLEDpZd_BKKzJ1C.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1266x1688&from=bu&cs=1266x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Человек стоит посреди узкой городской улицы под яркими красными фонарями; слева и справа — здания и вывески.,портрет на улице,yes,дворик / портрет,,
"https://sun9-78.userapi.com/s/v1/ig2/bSPZpftAiouGpgzxeYCYCQsyL6Op4vnLfL5gK3Jd9QkP_l6rJUOlths4mxMPJNUQm-uWz9nG2be7COZU5wEKKjjD.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в черном костюме стоит на ярко-красной стене с плакатами слева; на улице, рядом с красной скамейкой/подиумом и тротуарной плиткой.",показать одежду,yes,дворик / портрет,,
"https://sun9-80.userapi.com/s/v1/ig2/qRItAz9jtj-70iAJ_GRjmjTZQrry2kM3XgmIxxC-Ileh2edhkBzixN5N-Albf8QMlPzs3clDEMyGrG42zsy-6L31.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина сидит на красной уличной качели у кирпичной стены, на тротуаре.",сделать портрет на улице,yes,дворик / портрет,,
"https://sun9-62.userapi.com/s/v1/ig2/6AftXknwq-KKHENcFlDEf8i16zb3yKd_BshI5bLc5WTCToKsS95Iddg_xPKZbwY4iTNDoHbOjih6tDJr7POjFHGT.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в черной куртке и шапке стоит у кирпичной стены возле магазина; на стене кондиционер, слева витрина, рядом красные пластиковые ящики.",портрет на улице,yes,дворик / портрет,,
"https://sun9-3.userapi.com/s/v1/ig2/abJHbHqZ1mQnmj0sZgqVLE24MUU6GRJpBXABTW5dJecdZplQBU_7Iq2bjkmOQMoeNKVwzFRFkIa1QwqUH1zstBTV.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Уличная аллея между кирпичными домами: на мокрой после снега кирпичной мостовой стоят красные столы и скамейки. Над прогулочной зоной висят гирлянды с красными фонариками. Впереди идёт женщина в чёрном пальто; вокруг — здания и снежная подложка.,задокументировать городскую сцену,yes,дворик / портрет,,
"https://sun9-75.userapi.com/s/v1/ig2/uEuCQ8umRkRyuxSj2FUXSsuCCPojpZ9U_wlm8m3fMvBXkuFYatKUws2Iqm6diamaIeLdZN41sWE7AOVVCEW-5fwi.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в черном пальто стоит во дворе/улице с красными скамейками и гирляндами над головой, на мокрой мостовой с небольшим снегом; вокруг кирпичные стены зданий.",задокументировать городскую сцену,yes,дворик / портрет,,
"https://sun9-79.userapi.com/s/v1/ig2/yBKJWLUd4pg9X37CkmTAXx3YpDQZeTuAY3r_2pMTaLZMiRqQSdm1cL48YBvpwn8ORtNWVKoXjbjosJO7KJ4QE1nY.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в розовом пальто и шляпе стоит у кирпичной стены возле окна, на подоконнике цветы. На переднем плане — фактура кирпича и окно.",показать одежду,yes,дворик / портрет,,
"https://sun9-29.userapi.com/s/v1/ig2/bvj_HwNweOd9Xm2xbdEcWM50wna0AYGwlvxbVZIdqmMmB_yhUFc8VZoVDr_YFs7BeC8HZG4H3zjwA7MSM2xNGAvU.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Двое людей в куртках стоят у кирпичной стены под красной неоновой вывеской с символами; ночь.,задокументировать городскую сцену,yes,,,
"https://sun9-62.userapi.com/s/v1/ig2/b4k8mkVMe4D-BtSkHOjxyOyxAnSK5ySFbbN_mlOKHiX1H4Tm3K8AkTg-u0cw6cQSbrvoFxVYJd8O-48OdpHAF1K2.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x426,360x639,480x852,540x959,640x1136,720x1278,1080x1917,1280x2272,1440x2556,1442x2560&from=bu&cs=1442x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в светлом пуховом пальто и шарфе стоит на пешеходной улице, украшенной красными фонариками. По обе стороны — кирпичные здания, слева стоят красные столики и стулья, над улицей висят провода. Небо голубое, день.",показать одежду,yes,,,
"https://sun9-79.userapi.com/s/v1/ig2/yJ3LLDo12-H-NP4gai-3cRVfeHza7W1GB5W6p9UZ8K3-h4WCsnmTAHkP5Cg7jbabnAGdTqI74v5YARo_91C8FAO0.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в длинной черной зимней куртке с меховой капюшоном стоит на улице перед витриной магазина с красными декоративными элементами.,показать одежду,yes,дворик / портрет,,
"https://sun9-75.userapi.com/s/v1/ig2/8XzBD1fUD3959-z_ub5kugWFWD-6WVgXoggs_83JAJHKWQLdK9f3lO_A3O_Xc3Kam3xatPx9RHiGqI4YdMp83IBk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Один человек в черном пальто идёт по узкой мокрой кирпичной улице, сверху висят красные фонари и гирлянды; слева красные скамейки, по сторонам здания, снег на краях тротуара.",задокументировать городскую сцену,yes,дворик / портрет,,
"https://sun9-52.userapi.com/s/v1/ig2/sGw3bjP9mtSJZiTDlu13w4DAikJCYI5MdebTir88tjI0tfGaJEV5s6WNFzMDaD9A2IBDQeplwk_nOQHZLBzTkMPn.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в черной пуховике с меховым капюшоном стоит на улице возле витрины магазина; вокруг висят красные декоративные ленты, на фоне кирпичной стены и вывесок.",показать зимнюю одежду,yes,дворик / портрет,,
"https://sun9-78.userapi.com/s/v1/ig2/G4zWlynY5w4VSa5gOA3H7fL-gv-IhzsrTuLKXKfg1xrhlOc7JSBJwhlFtpuxxVxVbcw35Ppgdg1h-NAnLexnW3cb.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в длинном черном пуховике с меховым воротником стоит на улице в снегу, позирует к камере; на заднем плане — темный вход в туннель/гараж и кирпичные стены.",показать одежду,yes,дворик / портрет,,
"https://sun9-50.userapi.com/s/v1/ig2/EDtgCGmCSimK7LeVIU5B7PTfm3dk0ajo0S2cmQPZ5aQCUpyEQBAzi4aP5SWOSKETCQT-2j4ScZ4e2Ao_cpRpIg4x.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в розовом длинном плаще и красной кепке позирует на улице, показывая жесты обеими руками; на фоне кирпичной стены с неоновой вывеской и красными ящиками.",показать костюм на улице,yes,дворик / портрет,,
"https://sun9-64.userapi.com/s/v1/ig2/4O6RJLY-mn-YzJm7bM83o1LJ50RiviSoI2Ler_iIURggRGBBvfsJN5-hbTZ44_UxKJ1QUC2F-Nffe-HLceX9-Ifk.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Яркий уличный мурал на стене, изображающий женщину в голубой одежде и красном платье; над сценой висят лампы. Перед стеной стоит человек в черной куртке.",задокументировать городскую сцену,yes,,,
"https://sun9-53.userapi.com/s/v1/ig2/aXFVuV3oBpJ4rEqncDVRolQjZU73pLUhwM_qjrYnltlzOC1oblNl30bBZAot-PrreUO-pkCEqdeNzIG3_eV60zMm.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x854,720x960,1080x1440,1280x1707,1440x1921,1690x2254&from=bu&cs=1690x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Крупный план лица молодой женщины, светлый макияж, зелёная кофта (капюшон), нейтральное освещение",сделать селфи,,,,
"https://sun9-77.userapi.com/s/v1/ig2/ReAVvFp6ZmJfJ4HsSNdUjOniOB9qWwLM8lVYbnrlEIpsakW3_tTOJufcXstk9QVVPsmZWdq9i7VijH9DL1XYd3E5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Женщина в салоне красоты, боковой профиль, ухоженные волосы, вокруг кресло и зеркало",показать прическу,,,,
"https://sun9-74.userapi.com/s/v1/ig2/8Uu7x0pJMaXd6XGhyCgQolurecF7WdyB0RYyDz0YdFZKziYVCO9G3Km1VI3YqVsJLDv8saJqJIRRE5ll3umgGE13.jpg?quality=95&as=32x43,48x65,72x97,108x145,160x215,240x323,360x484,480x646,540x726,640x861,720x968,1080x1453,1280x1722,1440x1937,1840x2475&from=bu&cs=1840x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Два человека делают селфи в помещении: женщина в очках в черной футболке и джинсах, мужчина в черной футболке и джинсах, оба улыбаются и протягивают руки к камере.",сделать селфи,,,,
"https://sun9-67.userapi.com/s/v1/if2/WUPtJPVyZ8nP6KmTah6Y2AoAN6JmjdTtF-gsf_owKMQhYLWzhhQdVSFPtvsDcxAsQ1RJr3BP6bR8CaPzhUf181JN.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Группа из пяти людей позирует внутри перед стеной с яркой розовой неоновой надписью 'VIRUS'. На стене фотографии/картины, пол виден в кадре.",показать группу людей перед неоновой надписью,,,,
"https://sun9-74.userapi.com/s/v1/ig2/hbju1fFx_BoGbrq-HMHi3TUy4686UwAmLsUNwh3IEBbonWWvFJspzGu6hvI8DJZTGQlzhghJwwESylQcpxcFSple.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"VR-шлем на стойке с монитором в помещении; кабели свисают к полу, на стене много маленьких фото; деревянный пол.",показать товар,,,,
"https://sun9-25.userapi.com/s/v1/ig2/4OgCCTnriz78Yat5wYzYRv-Hq7_rF_CmSKqHahPCQacaFqJ6eLvX7dC5k6XmfGlDQbA8PBV7Or5fbyHQ300QaJcj.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Стойка с монитором на верхушке и бело-черное устройство/гарнитуры на подставке в помещении галереи; на стене вокруг расположены маленькие фотографии.,показать экспонат технологического устройства на выставке,,,,
"https://sun9-2.userapi.com/s/v1/ig2/fkGQ-OjZJ6-7I7Bd8iPp_NR04LT1graxrzQfMOmZYu6L61Zi5R1LHn0XslR51MUqEFo6RfEZ7qtT8gLLhYtpbczh.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Женщина в светлом пуховике с большим меховым воротником позирует перед камерой,показать одежду,,,,
"https://sun9-33.userapi.com/s/v1/ig2/zm-bbx2-yQuVkRbHTjTfD4W3q_CukliGAOAsgi5pACCH3z8DrtxaF43fL_WNu2X9G73cg5yrKOoH9q2Zbp3yjHwB.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Женщина в бежевом длинном пуховике с меховой опушкой капюшона стоит на заснеженной улице,показать зимнюю одежду,,,,
"https://sun9-11.userapi.com/s/v1/ig2/Tq2oB9mPSwtMAWRWQtmMOHQE2uQAfgrC7jH54KAlA4OhqCNimP81Vs29ujiQ77yr8aO17mZ4Qc9UjfBfYIYNQuIx.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Женщина в черном пуховике на снегу на улице; фон — городская улица с магазинами и украшениями.,показать одежду,,,,
"https://sun9-1.userapi.com/s/v1/ig1/_19WV_Ge_ofqXhsBDlnjrGjmN_EnbSg0CeADiCBwS9suZDFiUbWdrDpjDV_w-Yb7pZGR-qkF.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,1499x1499&from=bu&cs=1499x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Крупный план руки с маникюром: ногти тёпло-розового и золотистого градиента, блестящее покрытие; на изображении белый текст «РАБОТА УЧЕНИЦЫ» и «WHITE ROSE STUDIO PERM»",показать маникюр как услугу,,,,
"https://sun9-37.userapi.com/s/v1/ig1/nraF09sMTRE2asF37hqdNiwmm6x8XzEbnkF_BNFCah3TbMpqFNtwIG42xALsi8q4XCfL5Lf_.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1230x1230&from=bu&cs=1230x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Крупный план ногтей на пальцах руки с маникюром, на фоне видны надписи «РАБОТА УЧЕНИЦЫ» и «WHITE_ROSE_STUDIO_PERM»",показать маникюр и работу ученицы,,,,
"https://sun9-74.userapi.com/s/v1/ig2/OzMO5cBcMCKicJcKAVJ1b7mXJapeIX6IZeyPUMG6gjZI4J1H7rbSK3GTizdaKcswe729YIq0Ri9lokSQYaeTHHa9.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,1080x1920,1280x2276,1440x2560&from=bu&cs=1440x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Крупный план руки с ярко-оранжевым маникюром; ногти блестящие, фон размытый",показать маникюр,,,,
"https://sun9-45.userapi.com/s/v1/if1/O3OsfOYJ-UsBUfTkkzQxqERjoJzyxbHrQMLludt8e4EnfCmj-Ew8-Hy9Qg_HekxvX0sDUNk6.jpg?quality=96&as=32x25,48x38,72x56,108x85,160x125,240x188,360x282,480x376,540x423,640x502,720x565,1080x847,1280x1004,1440x1129,2172x1703&from=bu&cs=2172x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Плоская композиция на светлом деревянном столе: ярко оформленная банка Like Honey и маленькая банка мёда в гнезде из соломы, рядом упакованная коробка и деревянная ложка.",показать товар,,,,
"https://sun9-16.userapi.com/s/v1/ig1/GT5N1QhzTP5kXUC6esBAdoDVaUVpSz5xYZrjNLkjIs4FBtoYfKKM8GEXpzBOO2MQMeU4k2iV.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x449,480x599,540x674,640x799&from=bu&cs=640x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Плакат на стене с расписанием работы мастера депиляции и ламинирования ресниц,показать график работы мастера депиляции и ламинирования ресниц,,,,
"https://sun9-69.userapi.com/s/v1/ig1/VZko8uI8XDWwvRCiBKhG1u3a9OhVDNOGe-Jm3cuvO-3-TKXUwGjQZVPwEmWJoRZR7IUd6xcC.jpg?quality=96&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280&from=bu&cs=720x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Женщина в длинном светло-сером меховом пальто позирует у витрины магазина на улице; на витрине видна надпись 'New collection Winter 2019-2020'.,показать меховую шубу,,,,
"https://sun9-7.userapi.com/s/v1/ig1/DZs4h0UksqkSuF7Uxm-SNTiuRdI_0peoLV5QViurMgilMXqUK0VmMJmZAC9srJBqevxH5O4w.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,Женщина в черной кофте позирует в помещении перед белой стеной; слева заметны крупные бумажные цветы.,показать портрет человека,,,,
"https://sun9-17.userapi.com/s/v1/ig1/PjEtY4miQ0bEIopLkBJWPT4Rw0cobNhaA7Wy7aYnoVQc9owFiYkTx8VBgZPbI5Zg7VV96KKr.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0",уровень 2. утилитарность,синагога внутри,Коммерческая экосистема,,"Женщина стоит в помещении перед гигантскими декоративными цветами: розовое и белое цветочные фигуры на зеленой опоре; она одета в черную кожаную куртку, розовую мини-юбку, темные колготки и высокие сапоги. Позирует в легком ракурсе слева от камеры.",показать одежду,,,,
"https://sun9-76.userapi.com/s/v1/if2/o6Cj2wJsieQVe9gWWrwRslPyzzkdAobBZppG_Swxol1AIX--VGy8agSiEJkrbeRGmzz4Q0A4lJsHPo1vOAkVtNpp.jpg?quality=96&as=32x18,48x27,72x41,108x62,160x92,240x137,360x206,480x275,540x309,640x367,720x412,915x524&from=bu&cs=915x0",уровень 3. музей,ФЕОР снаружи,Архитектурная доминанта / Наследие,,"Уличное здание с фасадом и окнами; вдоль тротуара идёт человек, вокруг деревья.",показать здание на улице,yes,исторический облик,,
"https://sun9-25.userapi.com/s/v1/ig2/g1rO5kYl3SRAFqpB2ihcDRE5rhYQJ_7L4PgSEE-qjTIZiiUnyl_co03NJ8ZOFfrctgjFxE2Bkf3D1n73WzJ9o44G.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",уровень 3. музей,ФЕОР снаружи,Архитектурная доминанта / Наследие,,"Красное здание с большими окнами, частично закрыто зеленью дерева",показать здание,yes,фасад,,
"https://sun9-16.userapi.com/s/v1/ig1/PzYLAgz20fPA_J9hf4OWfYx94au4i9w-pXb0nd8h5Y0ba05agHRNxa6BDIbgdaNPUIV31mva.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0",уровень 3. музей,ФЕОР снаружи,Архитектурная доминанта / Наследие,,"Красное старое здание на улице зимой, ступени у входа, дверь и окна на фасаде, снег на тротуаре и вдоль дороги, фонарь слева, соседнее здание на фоне",показать старое здание,yes,фасад,,
