photo_id,owner_id,album_id,post_id,post_url,image_url,related_photo_urls,hashtags,date_human,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,annotation_text_description,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_situation_summary,annotation_city_objects,annotation_city_activities,annotation_user_intent,annotation_has_building,annotation_has_synagogue,annotation_has_feor,annotation_has_other_building,annotation_confidence,model_version,model_timestamp
457240382,-151869011,277781925,,,"https://sun9-14.userapi.com/s/v1/if2/pwXdS1ut0DIr7_p7XeI79XqMuPw4wasglFW7PQfEQL3JeUCqngSNgzkHOaBSE_k9QUsobs0w-p6YKpObUCQm9Nm1.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x181,360x271,480x361,540x407,640x482,720x542,1080x813,1280x964,1440x1084,2560x1928&from=bu&cs=2560x0",,,2024-07-12 07:05:56,58.008408,56.234384,58.00819896273859,56.23476395501453,32.26910039354387,synagogue,-151869011,,,,,,,"Комната с двумя этажерками (двухъярусными кроватями) слева и справа, между ними белый стул; стены светлые, пол плиточный, на стенах полки.",indoor,interior,False,В помещении размещены две двухъярусные кровати и стул между ними; кадр запечатлевает спальное помещение без людей.,"двухъярусные кровати, стул, полки на стенах, плиточный пол",,показать интерьер комнаты со спальными местами,False,False,False,False,0.72,gpt-5-nano,2025-11-20T13:55:25.401690+00:00
361990396,-91891710,214820518,,,"https://sun9-78.userapi.com/s/v1/ig1/tjs9RGevkT0r91EHsokdjkznKrGomwxYXRN_BNIxkrCQJA7e3K18vTG-uGE4D5OdeqK-LK_s.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1024x1024&from=bu&cs=1024x0",,,2015-04-26 21:13:12,58.007618,56.236011,58.00819896273859,56.23476395501453,97.82785663198273,synagogue,-91891710,,,,,,"Обувь для пляжа Котофей, размеры: 22, 23, 24, 25, 26, 27. Цена: 890 руб.","Детские пляжные сандалии Kotofey на полке магазина: черный верх с неоново-зелёной подошвой и яркими вставками, две липучки; указаны размеры 22–27.",indoor,product,True,Изделие представлено на полке магазина без людей; фокус на товаре и возможности купить.,"полка магазина, обувь, ярлык/ценник",,показать товар,False,False,False,False,0.78,gpt-5-nano,2025-11-20T13:55:43.630502+00:00
457255840,-170690865,-7,,,"https://sun9-67.userapi.com/s/v1/ig2/c0VPRTzUzBW3pxEHptFOG83kznpW56JBbeaSWYXHGf0oLlgSSPcXRmMS_mJfJeV_7eaoZqheOiolTZc9HoeSSZmb.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2023-02-22 08:31:11,58.007596,56.234492,58.00819896273859,56.23476395501453,68.93402153006282,synagogue,-170690865,,,,,,,"Женщина позирует в светлом интерьере возле двери. Она носит черный топ с открытыми плечами и светло-бежевые широкие брюки, черные ботильоны и небольшую черную сумку через плечо.",indoor,portrait,False,"Одиночная постановочная съемка женщины в помещении у двери, акцент на наряде.","дверь, зеркало, стены, пол, обувь",,показать наряд,True,False,False,False,0.72,gpt-5-nano,2025-11-20T13:56:04.161978+00:00
457239350,578259805,-7,,,"https://sun9-81.userapi.com/s/v1/ig2/aVB7wq9tgnCJros5KFOE4uirWJdxoFAOQfzVIX5MURoWSOaySWiOpLTdNsvF7uDGRBVfCWrFKCuxm7Co6LajFkBD.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,,2021-10-24 14:09:23,58.007419,56.253629,58.00763133477656,56.255145877976155,92.42871525174596,or avner habad community center,578259805,,,,,,,"Круглый стеклянный аквариум с красновато-оранжевой рыбой (Betta) среди ярко-зелёных искусственных растений. Аквариум стоит на поверхности в помещении, на фоне полосатых обоев.",indoor,animal,False,В помещении на столе находится круглый стеклянный аквариум с одной рыбой и пластиковыми растениями.,,,показать животное,False,False,False,False,0.72,gpt-5-nano,2025-11-20T13:56:29.609875+00:00
457240445,-20826401,-7,,,"https://sun9-50.userapi.com/s/v1/ig2/l5Xg_We5KA7wO80E0cHM--5OvLY5lmMrmVcremMXdBZ_t7ijbSEgGYI9I_zaMgKYSBLbbyNkrKwg_G5VXQjQqZGZ.jpg?quality=96&as=32x50,48x75,72x113,108x169,160x250,240x375,360x563,480x750,540x844,640x1000,666x1041&from=bu&cs=666x0",,,2020-08-21 10:36:43,58.007582,56.234624,58.00819896273859,56.23476395501453,69.09680144060825,synagogue,-20826401,,,,,,,"На светло-желтом фоне лежит набор одежды: ярко-синяя пуховая куртка с капюшоном и карманами, на ней надеты перчатки; слева — тёмные брюки, снизу сложенная красная футболка. На куртке и других предметах видны ярлыки и ценники, фото выполнено как товарный кадр.",indoor,product,True,"Композиция товара: куртка, перчатки, брюки и футболка представлены на ровной поверхности без модели.",,,показать товар,False,False,False,False,0.68,gpt-5-nano,2025-11-20T14:07:02.100879+00:00
456239559,-224628741,-7,,,"https://sun9-68.userapi.com/s/v1/ig2/yLTEEc1YhIYB0tPAoYpaC0vlqsAZCxIVcY55wihssfUAEOGOA5aKl5i1OUFAO1vkPXUHYBckGDSP1GKq7rLF6sMJ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-04-10 15:03:20,58.007611,56.23539,58.00819896273859,56.23476395501453,75.06372741117083,synagogue,-224628741,,,,,,,"Синяя куртка с капюшоном висит на вешалке перед фасадом с рольставнями; на фото товар, без людей.",outdoor,product,False,"На кадре демонстрационная фотография одежды: синяя куртка на вешалке перед фасадом со рольставнями, без людей.","рольставни фасада, стена магазина, вешалка",,показать одежду,True,False,False,False,0.72,gpt-5-nano,2025-11-20T14:07:29.546594+00:00
457276000,-32557779,-7,,,"https://sun9-82.userapi.com/s/v1/ig2/00kYJd_m9bmb0NegrzuNEkH3a7Nu6W6ZP-tVxApX0LCKEysr7dfee5k-dmOJye4S4Ds9jIPq5OryMJyc-CZwqVWh.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",,,2022-02-15 11:24:51,58.007673,56.234624,58.00819896273859,56.23476395501453,59.06269966671036,synagogue,-32557779,,,,,,,Дата кадра: 2022-02-15 11:24:51. Смартфон в открытой коробке на светлой поверхности в помещении.,indoor,product,False,Телефон в открытой коробке лежит на светлой поверхности; кадр демонстрирует упаковку и устройство.,"телефон, коробка",,показать товар,False,False,False,False,0.68,gpt-5-nano,2025-11-20T14:08:06.414623+00:00
457253214,-170690865,-7,,,"https://sun9-30.userapi.com/s/v1/ig2/bAJ3vEmTAwGB7wUPI94xWm9xAjSHURiqhjU-RJnT4r8jJ6zq6CwkTxQtZ2UFsnS292hHvqi7CwHog6QBRSKOOAgc.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-08-28 11:30:23,58.008107,56.234305,58.00819896273859,56.23476395501453,28.906591112890062,synagogue,-170690865,,,,,,,Женщина в зелёном костюме и ярком кардигане позирует у светлой стены внутри помещения. Дата съемки: 2022-08-28 11:30.,indoor,portrait,False,"Портретная съемка: женщина стоит перед светлой стеной в помещении, позирует в зелёном наряде.",,,показать одежду,True,False,False,False,0.84,gpt-5-nano,2025-11-20T14:08:41.209821+00:00
457255440,-170690865,-7,,,"https://sun9-80.userapi.com/s/v1/ig2/xJyLJ9w-9ew1TTZ8BsP33cBsGzW4WIr_mIWZPO2xjV78K5yYuKfuE9Y8-m7qY6qTmg7BGRSyGdcYH9G0-jQgd98z.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2023-01-21 10:10:33,58.007694,56.234597,58.00819896273859,56.23476395501453,57.00421853451046,synagogue,-170690865,,,,,,,Полноразмерный портрет одной женщины в светлом домашнем костюме стоит возле двери внутри светлой комнаты; справа виднеется окно с городскими домами за стеклом.,mixed,portrait,False,"Человек стоит в полный рост возле двери, позирует перед камерой; левая рука поднята к голове, правая рука на поясе; помещение светлое, рядом зеркало и окно.","дверь, зеркало, окно, стены, пол",,показать одежду,True,False,False,False,0.68,gpt-5-nano,2025-11-20T14:09:08.579188+00:00
456247004,212470699,-7,,,"https://sun9-41.userapi.com/s/v1/ig1/gVkhfINeczBbNcNrT0ogyg4njXtQAUbuGjyECn8aTl2CigK970UoBgkSo63smWpfGGoHWRk2.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",,,2018-07-09 11:52:52,58.008563,56.234991,58.00819896273859,56.23476395501453,42.6316437512552,synagogue,212470699,,,,,,,"Молодая женщина в летнем повседневном образе позирует у стеклянной двери входа в здание на тротуаре; она в розовой футболке, джинсовых шортах и белых кроссовках, держит сумку, в зеркальном стекле видны отражения окружающих зданий.",outdoor,portrait,False,"Одиночный уличный портрет: женщина стоит возле входа в здание и позирует для фотографии на тротуаре; внимание на одежде и образе, на заднем плане отражения городской застройки.","стеклянная дверь/вход, фасад здания, тротуар, отражения в окне, порог","позирование для фото, прогулка (пешее передвижение)",показать образ/одежду (уличный модный снимок),True,False,False,True,0.85,gpt-5-mini,2025-11-20T14:12:22.752580+00:00
457250999,261660768,-7,,,"https://sun9-59.userapi.com/s/v1/ig2/WYB-ZZr89yYSUSHTHyziD1Ag1wxPiUqWoiA7Gkg6mTUsYMdwkPzI--58f7aP1OzBbSEDWo-bewm4QgMjo8ULGb-Q.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2020-10-16 20:11:21,58.008219,56.234622,58.00819896273859,56.23476395501453,8.654403432170163,synagogue,261660768,,,,,,,"Две молодые женщины позируют на открытом воздухе в городском дворе/на улице на фоне многоэтажных зданий; обе в стеганых зимних куртках (черная и светлая) и леггинсах с надписями. Одна держит капюшон, обе смотрят в сторону камеры. В метаданных указан POI: synagogue.",outdoor,group_portrait,False,"Две женщины стоят и позируют для фотографии во дворе/на улице рядом с жилыми зданиями; кадр фокусируется на одежде и позах, типичная уличная модная/сторис съемка.","многоэтажные жилые здания, фасады, окна, перила/ограждение, бетонная площадка/лестница","позирование, фотосъемка","показать одежду/образ (модный образ), сделать городской портрет",True,False,False,True,0.85,gpt-5-mini,2025-11-20T14:13:00.781406+00:00
457242688,-194619161,-7,,,"https://sun9-42.userapi.com/s/v1/ig2/LejX5mmDalQP-8L27RlEwTkSS8EZyjN8Y_wKyi9VraYRZ41jpnxwEh-VaJLHe_5_me2SVT9jZqGkdZWlSkoq0bNy.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2023-03-18 05:42:54,58.007505,56.234835,58.00819896273859,56.23476395501453,77.2785573460762,synagogue,-194619161,,,,,,,Женщина в полный рост позирует в магазине/бутике на фоне деревянных полок с сумками и манекенами; справа видно зеркало с подсветкой.,indoor,portrait,False,"Одиночный портрет в интерьере магазина аксессуаров: женщина стоит перед стеллажом с сумками и головными манекенами, позирует для фото в примерочной/бутике.","полки с сумками, сумки, манекены, зеркало с подсветкой, пол, потолок","позирование/фотосъёмка в магазине, осмотр товаров",задокументировать образ/показать наряд и аксессуары в магазине,True,False,False,False,0.8,gpt-5-mini,2025-11-20T14:13:24.580397+00:00
456239620,-124008451,-7,,,"https://sun9-80.userapi.com/s/v1/ig1/S9pkzaoknCWmjFKLabj15PZ1fADxn8Rd-u8jYouaxumx9VSw5r-EcB5rPsIeOlApANe83Q.jpg?quality=96&as=32x33,48x50,72x75,108x112,160x166,240x249,360x374,480x499,540x561,640x665,720x748,924x960&from=bu&cs=924x0",,,2016-11-14 14:08:45,58.007063,56.256141,58.00763133477656,56.255145877976155,86.20094273637442,or avner habad community center,-124008451,,,,,,,"Крупный план левой руки на светлом текстурированном полотенце; четыре пальца выпрямлены, ногти окрашены в тёмный цвет, на безымянном пальце тонкое кольцо с небольшим камнем; на одном ногте геометрический рисунок.",indoor,product,False,"Фотография демонстрирует маникюр и украшение: рука положена на полотенце для показа окрашенных ногтей и кольца. Судя по композиции, кадр сделан крупным планом для показа деталей ногтей и ювелирного изделия.",,,показать маникюр и кольцо (демонстрация дизайна ногтей),False,False,False,False,0.85,gpt-5-mini,2025-11-20T14:13:41.432577+00:00
457240484,-179988268,-7,,,"https://sun9-14.userapi.com/s/v1/ig2/vrF-BUuQZ3bMSNllRKhxYa9ixFDwmSCUBSMPKv7RUbWk1ILwcLYkF1AmnQZBkQWcWRodD4aFMwN6b7iYMTqQsY80.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,,2020-09-02 12:34:56,58.007918,56.233856,58.00819896273859,56.23476395501453,61.94408789772584,synagogue,-179988268,,,,,,,"Человек стоит перед зеркалом в магазине и держит зелёную кожаную сумку; видны ноги в джинсах и чёрные кеды, за зеркалом — прилавки с витринами и ювелирными/аксессуарными выставками.",indoor,product,False,"Витринный зал магазина; человек делает снимок в зеркале, демонстрируя или примеряя сумку. На заднем плане видны прилавки с товарами и витрины, на полу крупная плитка.","зеркало, сумка, прилавок/витрина, напольная плитка, полки/стеллажи, ручка сумки","примерка сумки, осмотр товара, шоппинг",показать сумку/демонстрировать товар (примерка/осмотр) через зеркало,True,False,False,False,0.9,gpt-5-mini,2025-11-20T14:14:04.419457+00:00
